stock_price_at_STO_offer,STO_ask_fee,STO_ask_fee_type,STO_offer_datetime,STO_strike,STO_expiry_datetime,STO_days_long,STO_offer_ARR,STO_offer_TQI,STO_offer_strike_delta,STO_xtn_state,STO_contracts,option_type,stock_price_at_open,STO_open_fee,STO_open_commsn,STO_open_proceeds,STO_open_datetime,STO_open_ARR,STO_open_TQI,STO_open_strike_delta,stock_price_at_close,STO_close_strike_delta,BTC_close_commsn,BTC_close_proceeds,STO_close_datetime,STO_close_ARR,STO_close_TQI,Called_close_fee,Called_close_commsn,Called_close_proceeds,STO_xtn_net_proceeds,STO_ask_fee%,STO_offer_strike_delta%,STO_open_strike_delta%,Closed_xtn_Profit$,Closed_xtn_Profit%
81.53,1.235,Mid,2017-05-04 13:30:00,80.5,2017-05-12 16:00:00,8,0.691118300012265,-0.711851849012634,-1.03,ClosedCalled,10,C,81.72,1.235,10,1225,2017-05-04 15:30:00,0.689511441507587,-0.841203958639255,-1.22,82.53,,,,2017-05-12 16:00:00,,,-2.03,10,-2040,-815.000000000001,0.015147798356433,-0.012633386483503,-0.014929025942242,-815.000000000001,-0.66530612244898
81.87,1.45,Mid,2017-05-05 11:30:00,80.5,2017-05-12 16:00:00,7,0.923502416723377,-1.26519831091103,-1.37,ClosedCalled,10,C,81.94,1.45,10,1440,2017-05-05 15:30:00,0.922713483733743,-1.32870741657659,-1.44,82.53,,,,2017-05-12 16:00:00,,,-2.03,10,-2040,-600.000000000001,0.017711005252229,-0.016733846341761,-0.017573834513058,-600.000000000001,-0.416666666666667
81.82,1.4,Mid,2017-05-05 13:30:00,80.5,2017-05-12 16:00:00,7,0.892202395502322,-1.17770716206306,-1.31999999999999,ClosedCalled,10,C,81.94,1.4,10,1390,2017-05-05 15:30:00,0.890895777398096,-1.28288991945326,-1.44,82.53,,,,2017-05-12 16:00:00,,,-2.03,10,-2040,-650.000000000001,0.017110730872647,-0.016132974822782,-0.017573834513058,-650.000000000001,-0.467625899280576
81.94,1.49,Mid,2017-05-05 15:30:00,80.5,2017-05-12 16:00:00,7,0.94816764880226,-1.36536141427525,-1.44,ClosedCalled,10,C,82.01,1.49,10,1480,2017-05-05 16:00:00,0.947358336091417,-1.43051108749805,-1.51000000000001,82.53,,,,2017-05-12 16:00:00,,,-2.03,10,-2040,-560.000000000001,0.018184037100317,-0.017573834513058,-0.018412388733081,-560.000000000001,-0.378378378378379
81.82,1.13,Mid,2017-05-01 11:30:00,81,2017-05-12 16:00:00,11,0.458267594053466,-0.375779427123839,-0.819999999999993,ClosedCalled,10,C,82.1,1.13,10,1120,2017-05-01 15:30:00,0.456704683866682,-0.502375152253347,-1.09999999999999,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,-420.000000000001,0.013810804204351,-0.010021999511122,-0.013398294762485,-420.000000000001,-0.375000000000001
81.81,1.105,Mid,2017-05-01 13:30:00,81,2017-05-12 16:00:00,11,0.448183707259615,-0.363028802880289,-0.810000000000002,ClosedCalled,10,C,82.1,1.105,10,1095,2017-05-01 15:30:00,0.446600597940427,-0.491260657734468,-1.09999999999999,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,-445.000000000001,0.01350690624618,-0.00990099009901,-0.013398294762485,-445.000000000001,-0.406392694063928
82.1,1.31,Mid,2017-05-01 15:30:00,81,2017-05-12 16:00:00,11,0.52945410253571,-0.582399512789278,-1.09999999999999,ClosedCalled,10,C,82.14,1.31,10,1300,2017-05-01 16:00:00,0.529196272439516,-0.603283750581048,-1.14,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,-240.000000000001,0.015956151035323,-0.013398294762485,-0.013878743608473,-240.000000000001,-0.184615384615385
81.92,1.15,Mid,2017-05-02 15:30:00,81,2017-05-12 16:00:00,10,0.51239013671875,-0.471398925781251,-0.920000000000002,ClosedCalled,10,C,82.04,1.15,10,1140,2017-05-02 16:00:00,0.511640663091175,-0.532106289614825,-1.04000000000001,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,-400.000000000001,0.0140380859375,-0.01123046875,-0.01267674305217,-400.000000000001,-0.350877192982457
82.58,1.685,Mid,2017-05-03 11:30:00,81,2017-05-12 16:00:00,9,0.827514060439708,-1.30747221549474,-1.58,ClosedCalled,10,C,82.87,1.685,10,1675,2017-05-03 15:30:00,0.824618210584181,-1.54203605379242,-1.87,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,134.999999999999,0.020404456284815,-0.019132961976266,-0.022565463979727,134.999999999999,0.080597014925373
82.57,1.68,Mid,2017-05-03 13:30:00,81,2017-05-12 16:00:00,9,0.825158451414961,-1.29549876872148,-1.56999999999999,ClosedCalled,10,C,82.87,1.68,10,1670,2017-05-03 15:30:00,0.822171272273842,-1.53746027915209,-1.87,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,129.999999999999,0.020346372774616,-0.019014169795325,-0.022565463979727,129.999999999999,0.077844311377245
81.53,0.865,Mid,2017-05-04 13:30:00,81,2017-05-12 16:00:00,8,0.484062614988348,-0.256553185943825,-0.530000000000001,ClosedCalled,10,C,81.72,0.865,10,855,2017-05-04 15:30:00,0.482937163485071,-0.347714757709251,-0.719999999999999,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,-685.000000000001,0.010609591561389,-0.006500674598307,-0.008810572687225,-685.000000000001,-0.801169590643276
81.87,1.02,Mid,2017-05-05 11:30:00,81,2017-05-12 16:00:00,7,0.649636182798513,-0.56518347903471,-0.870000000000004,ClosedCalled,10,C,81.94,1.02,10,1010,2017-05-05 15:30:00,0.649081209247184,-0.610136336692352,-0.939999999999998,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,-530.000000000001,0.012458776108465,-0.010626603151338,-0.011471808640469,-530.000000000001,-0.524752475247526
81.82,0.97,Mid,2017-05-05 13:30:00,81,2017-05-12 16:00:00,7,0.618168802598037,-0.506898418130387,-0.819999999999993,ClosedCalled,10,C,81.94,0.97,10,960,2017-05-05 15:30:00,0.617263502911538,-0.580227692736844,-0.939999999999998,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,-580.000000000001,0.01185529210462,-0.010021999511122,-0.011471808640469,-580.000000000001,-0.604166666666668
81.94,1.04,Mid,2017-05-05 15:30:00,81,2017-05-12 16:00:00,7,0.661808291781443,-0.622099794274555,-0.939999999999998,ClosedCalled,10,C,82.01,1.04,10,1030,2017-05-05 16:00:00,0.661243402372533,-0.667855836396262,-1.01000000000001,82.53,,,,2017-05-12 16:00:00,,,-1.53,10,-1540,-510.000000000001,0.012692213814987,-0.011471808640469,-0.012315571271796,-510.000000000001,-0.495145631067962
81.82,0.795,Mid,2017-05-01 11:30:00,81.5,2017-05-12 16:00:00,11,0.322409502011066,-0.103171040643539,-0.319999999999993,ClosedCalled,10,C,82.1,0.795,10,785,2017-05-01 15:30:00,0.321309932454878,-0.192785959472925,-0.599999999999994,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,-255.000000000001,0.009716450745539,-0.003911024199462,-0.007308160779537,-255.000000000001,-0.324840764331212
81.81,0.77,Mid,2017-05-01 13:30:00,81.5,2017-05-12 16:00:00,11,0.312309008678646,-0.096815792690381,-0.310000000000002,ClosedCalled,10,C,82.1,0.77,10,760,2017-05-01 15:30:00,0.311205846528624,-0.186723507917172,-0.599999999999994,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,-280.000000000001,0.009412052316343,-0.00378926781567,-0.007308160779537,-280.000000000001,-0.36842105263158
82.1,0.94,Mid,2017-05-01 15:30:00,81.5,2017-05-12 16:00:00,11,0.379913630827151,-0.227948178496288,-0.599999999999994,ClosedCalled,10,C,82.14,0.94,10,930,2017-05-01 16:00:00,0.379728622971866,-0.243026318701995,-0.640000000000001,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,-110.000000000001,0.011449451887942,-0.007308160779537,-0.007791575359143,-110.000000000001,-0.118279569892474
81.92,0.795,Mid,2017-05-02 15:30:00,81.5,2017-05-12 16:00:00,10,0.354217529296875,-0.148771362304688,-0.420000000000002,ClosedCalled,10,C,82.04,0.795,10,785,2017-05-02 16:00:00,0.353699414919551,-0.19099768405656,-0.540000000000006,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,-255.000000000001,0.00970458984375,-0.005126953125,-0.006582155046319,-255.000000000001,-0.324840764331212
82.58,1.26,Mid,2017-05-03 11:30:00,81.5,2017-05-12 16:00:00,9,0.618793896827319,-0.668297408573503,-1.08,ClosedCalled,10,C,82.87,1.26,10,1250,2017-05-03 15:30:00,0.616628454205382,-0.844780982261376,-1.37,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,209.999999999999,0.015257931702592,-0.01307822717365,-0.016531917461084,209.999999999999,0.167999999999999
82.57,1.255,Mid,2017-05-03 13:30:00,81.5,2017-05-12 16:00:00,9,0.616413009836772,-0.659561920525341,-1.06999999999999,ClosedCalled,10,C,82.87,1.255,10,1245,2017-05-03 15:30:00,0.614181515895043,-0.841428676776212,-1.37,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,204.999999999999,0.015199224900085,-0.012958701707642,-0.016531917461084,204.999999999999,0.164658634538152
81.53,0.57,Mid,2017-05-04 13:30:00,81.5,2017-05-12 16:00:00,8,0.318977676928738,-0.009569330307863,-0.030000000000001,ClosedCalled,10,C,81.72,0.57,10,560,2017-05-04 15:30:00,0.318236049926579,-0.070011930983847,-0.219999999999999,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,-480.000000000001,0.006991291549123,-0.000367962713112,-0.002692119432208,-480.000000000001,-0.857142857142859
81.82,0.61,Mid,2017-05-05 13:30:00,81.5,2017-05-12 16:00:00,7,0.388745329468869,-0.124398505430035,-0.319999999999993,ClosedCalled,10,C,81.94,0.61,10,600,2017-05-05 15:30:00,0.388176017294885,-0.170797447609748,-0.439999999999998,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,-440.000000000001,0.007455389880225,-0.003911024199462,-0.005369782767879,-440.000000000001,-0.733333333333335
81.87,0.65,Mid,2017-05-05 11:30:00,81.5,2017-05-12 16:00:00,7,0.413983841979445,-0.153174021532396,-0.370000000000005,ClosedCalled,10,C,82.01,0.65,10,640,2017-05-05 16:00:00,0.413277126482833,-0.210771334506247,-0.510000000000005,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,-400.000000000001,0.007939416147551,-0.004519359960914,-0.006218753810511,-400.000000000001,-0.625000000000002
81.94,0.65,Mid,2017-05-05 15:30:00,81.5,2017-05-12 16:00:00,7,0.413630182363402,-0.181997280239896,-0.439999999999998,ClosedCalled,10,C,82.01,0.65,10,640,2017-05-05 16:00:00,0.413277126482833,-0.210771334506247,-0.510000000000005,82.53,,,,2017-05-12 16:00:00,,,-1.03,10,-1040,-400.000000000001,0.007932633634367,-0.005369782767879,-0.006218753810511,-400.000000000001,-0.625000000000002
81.82,0.515,Mid,2017-05-01 11:30:00,82,2017-05-12 16:00:00,11,0.208856469856225,0.037594164574122,0.180000000000007,ClosedCalled,10,C,82.1,0.515,10,505,2017-05-01 15:30:00,0.208144170080833,-0.020814417008082,-0.099999999999994,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10,-540.000000000001,-35.0000000000011,0.00629430457101,0.002199951112198,-0.001218026796589,-35.0000000000011,-0.069306930693072
81.81,0.49,Mid,2017-05-01 13:30:00,82,2017-05-12 16:00:00,11,0.198742096431865,0.037760998322054,0.189999999999998,ClosedCalled,10,C,82.1,0.49,10,480,2017-05-01 15:30:00,0.198040084154579,-0.019804008415457,-0.099999999999994,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10,-540.000000000001,-60.0000000000011,0.005989487837673,0.002322454467669,-0.001218026796589,-60.0000000000011,-0.125000000000002
81.92,0.51,Mid,2017-05-02 15:30:00,82,2017-05-12 16:00:00,10,0.22723388671875,0.0181787109375,0.079999999999998,ClosedCalled,10,C,82.04,0.51,10,500,2017-05-02 16:00:00,0.226901511457825,-0.009076060458314,-0.040000000000006,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10,-540.000000000001,-40.0000000000011,0.0062255859375,0.0009765625,-0.000487567040468,-40.0000000000012,-0.080000000000002
82.58,0.885,Mid,2017-05-03 11:30:00,82,2017-05-12 16:00:00,9,0.434629046581093,-0.252084847017033,-0.579999999999998,ClosedCalled,10,C,82.87,0.885,10,875,2017-05-03 15:30:00,0.433108080929971,-0.376804030409076,-0.870000000000004,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10,-540.000000000001,334.999999999999,0.01071688060063,-0.007023492371034,-0.01049837094244,334.999999999999,0.382857142857142
82.57,0.88,Mid,2017-05-03 13:30:00,82,2017-05-12 16:00:00,9,0.432225855503075,-0.24636873763675,-0.569999999999993,ClosedCalled,10,C,82.87,0.88,10,870,2017-05-03 15:30:00,0.430661142619632,-0.374675194079082,-0.870000000000004,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10,-540.000000000001,329.999999999999,0.010657623834322,-0.006903233619959,-0.01049837094244,329.999999999999,0.379310344827585
81.53,0.345,Mid,2017-05-04 13:30:00,82,2017-05-12 16:00:00,8,0.193065436035815,0.090740754936833,0.469999999999999,ClosedCalled,10,C,81.72,0.345,10,335,2017-05-04 15:30:00,0.192616556534508,0.053932635829663,0.280000000000001,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10,-540.000000000001,-205.000000000001,0.004231571200785,0.005764749172084,0.00342633382281,-205.000000000001,-0.611940298507466
81.82,0.335,Mid,2017-05-05 13:30:00,82,2017-05-12 16:00:00,7,0.213491287495198,0.038428431749137,0.180000000000007,ClosedCalled,10,C,81.94,0.335,10,325,2017-05-05 15:30:00,0.21317863244883,0.01279071794693,0.060000000000002,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10,-540.000000000001,-215.000000000001,0.004094353458812,0.002199951112198,0.000732243104711,-215.000000000001,-0.661538461538465
81.94,0.36,Mid,2017-05-05 15:30:00,82,2017-05-12 16:00:00,7,0.229087485616653,0.013745249137,0.060000000000002,ClosedCalled,10,C,82.01,0.36,10,350,2017-05-05 16:00:00,0.228891946975108,-0.002288919469752,-0.010000000000005,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10,-540.000000000001,-190.000000000001,0.004393458628265,0.000732243104711,-0.000121936349226,-190.000000000001,-0.542857142857146
81.82,0.31,Mid,2017-05-01 11:30:00,82.5,2017-05-12 16:00:00,11,0.125719428457145,0.08548921135086,0.680000000000007,ClosedCalled,10,C,82.1,0.31,10,300,2017-05-01 15:30:00,0.12529066548555,0.050116266194221,0.400000000000006,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10,-40.0000000000011,259.999999999999,0.003788804693229,0.008310926423857,0.004872107186358,259.999999999999,0.866666666666663
81.81,0.29,Mid,2017-05-01 13:30:00,82.5,2017-05-12 16:00:00,11,0.117622873398451,0.081159782644931,0.689999999999998,ClosedCalled,10,C,82.1,0.29,10,280,2017-05-01 15:30:00,0.117207396744547,0.046882958697819,0.400000000000006,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10,-40.0000000000011,239.999999999999,0.003544798924337,0.008434176751008,0.004872107186358,239.999999999999,0.857142857142853
82.1,0.38,Mid,2017-05-01 15:30:00,82.5,2017-05-12 16:00:00,11,0.153582106079061,0.061432842431625,0.400000000000006,ClosedCalled,10,C,82.14,0.38,10,370,2017-05-01 16:00:00,0.153507315669478,0.055262633641012,0.359999999999999,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10,-40.0000000000011,329.999999999999,0.00462850182704,0.004872107186358,0.004382761139518,329.999999999999,0.891891891891889
81.92,0.3,Mid,2017-05-02 15:30:00,82.5,2017-05-12 16:00:00,10,0.1336669921875,0.07752685546875,0.579999999999998,ClosedCalled,10,C,82.04,0.3,10,290,2017-05-02 16:00:00,0.133471477328133,0.06139687957094,0.459999999999994,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10,-40.0000000000011,249.999999999999,0.003662109375,0.007080078125,0.005607020965383,249.999999999999,0.862068965517237
82.58,0.58,Mid,2017-05-03 11:30:00,82.5,2017-05-12 16:00:00,9,0.284841635047496,-0.022787330803799,-0.079999999999998,ClosedCalled,10,C,82.87,0.58,10,570,2017-05-03 15:30:00,0.283844843999303,-0.105022592279743,-0.370000000000005,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10,-40.0000000000011,529.999999999999,0.007023492371034,-0.000968757568418,-0.004464824423796,529.999999999999,0.929824561403507
82.57,0.57,Mid,2017-05-03 13:30:00,82.5,2017-05-12 16:00:00,9,0.279964474587219,-0.019597513221104,-0.069999999999993,ClosedCalled,10,C,82.87,0.57,10,560,2017-05-03 15:30:00,0.278950967378625,-0.103211857930093,-0.370000000000005,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10,-40.0000000000011,519.999999999999,0.006903233619959,-0.000847765532276,-0.004464824423796,519.999999999999,0.928571428571426
81.53,0.195,Mid,2017-05-04 13:30:00,82.5,2017-05-12 16:00:00,8,0.1091239421072,0.105850223843984,0.969999999999999,ClosedCalled,10,C,81.72,0.195,10,185,2017-05-04 15:30:00,0.108870227606461,0.08491877753304,0.780000000000001,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10,-40.0000000000011,144.999999999999,0.002391757635226,0.01189746105728,0.009544787077827,144.999999999999,0.783783783783778
81.82,0.165,Mid,2017-05-05 13:30:00,82.5,2017-05-12 16:00:00,7,0.105152425184202,0.071503649125258,0.680000000000007,ClosedCalled,10,C,82.01,0.165,10,155,2017-05-05 16:00:00,0.104908809030258,0.051405316424826,0.489999999999995,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10,-40.0000000000011,114.999999999999,0.002016621852848,0.008310926423857,0.005974881112059,114.999999999999,0.74193548387096
81.94,0.165,Mid,2017-05-05 15:30:00,82.5,2017-05-12 16:00:00,7,0.104998430907633,0.058799121308275,0.560000000000002,ClosedCalled,10,C,82.01,0.165,10,155,2017-05-05 16:00:00,0.104908809030258,0.051405316424826,0.489999999999995,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10,-40.0000000000011,114.999999999999,0.002013668537955,0.006834268977301,0.005974881112059,114.999999999999,0.74193548387096
81.82,1.985,Mid,2017-05-01 11:30:00,80,2017-05-19 16:00:00,18,0.491950487520031,-0.895349887286452,-1.81999999999999,ClosedCalled,10,C,82.1,1.985,10,1975,2017-05-01 15:30:00,0.490272702666125,-1.02957267559886,-2.09999999999999,81.93,,,,2017-05-19 16:00:00,,,-1.93000000000001,10,-1940.00000000001,34.9999999999932,0.024260571987289,-0.022243950134441,-0.02557856272838,34.9999999999934,0.017721518987339
81.81,1.965,Mid,2017-05-01 13:30:00,80,2017-05-19 16:00:00,18,0.487053334963126,-0.881566536283259,-1.81,ClosedCalled,10,C,82.1,1.965,10,1955,2017-05-01 15:30:00,0.485332927324401,-1.01919914738124,-2.09999999999999,81.93,,,,2017-05-19 16:00:00,,,-1.93000000000001,10,-1940.00000000001,14.9999999999932,0.024019068573524,-0.022124434665689,-0.02557856272838,14.9999999999934,0.007672634271096
81.92,2.05,Mid,2017-05-02 15:30:00,80,2017-05-19 16:00:00,17,0.537288890165441,-1.03159466911765,-1.92,ClosedCalled,10,C,82.04,2.05,10,2040,2017-05-02 16:00:00,0.536502997103278,-1.09446611409069,-2.04000000000001,81.93,,,,2017-05-19 16:00:00,,,-1.93000000000001,10,-1940.00000000001,99.9999999999927,0.0250244140625,-0.0234375,-0.024865919063871,99.9999999999932,0.049019607843134
81.53,1.715,Mid,2017-05-04 13:30:00,80,2017-05-19 16:00:00,15,0.511856576311378,-0.783140561756409,-1.53,ClosedCalled,10,C,81.72,1.715,10,1705,2017-05-04 15:30:00,0.510666503507913,-0.87834638603361,-1.72,81.93,,,,2017-05-19 16:00:00,,,-1.93000000000001,10,-1940.00000000001,-235.000000000007,0.021035201766221,-0.018766098368699,-0.021047479197259,-235.000000000007,-0.137829912023464
81.87,1.945,Mid,2017-05-05 11:30:00,80,2017-05-19 16:00:00,14,0.619383517423092,-1.15824717758119,-1.87,ClosedCalled,10,C,81.94,1.945,10,1935,2017-05-05 15:30:00,0.61885438822832,-1.20057751316294,-1.94,81.93,,,,2017-05-19 16:00:00,,,-1.93000000000001,10,-1940.00000000001,-5.00000000000705,0.023757176010749,-0.022841089532185,-0.023675860385648,-5.00000000000682,-0.002583979328169
81.82,1.89,Mid,2017-05-05 13:30:00,80,2017-05-19 16:00:00,14,0.602236616964068,-1.0960706428746,-1.81999999999999,ClosedCalled,10,C,81.94,1.89,10,1880,2017-05-05 15:30:00,0.601354649743715,-1.16662802050281,-1.94,81.93,,,,2017-05-19 16:00:00,,,-1.93000000000001,10,-1940.00000000001,-60.0000000000068,0.023099486678074,-0.022243950134441,-0.023675860385648,-60.0000000000071,-0.031914893617025
81.94,1.995,Mid,2017-05-05 15:30:00,80,2017-05-19 16:00:00,14,0.634763241396144,-1.23144068830852,-1.94,ClosedCalled,10,C,82.01,1.995,10,1985,2017-05-05 16:00:00,0.634221436410194,-1.27478508718449,-2.01000000000001,81.93,,,,2017-05-19 16:00:00,,,-1.93000000000001,10,-1940.00000000001,44.9999999999932,0.024347083231633,-0.023675860385648,-0.024509206194367,44.9999999999934,0.022670025188914
81.82,1.995,Mid,2017-05-10 15:30:00,80,2017-05-19 16:00:00,9,0.988857655015074,-1.79972093212743,-1.81999999999999,ClosedCalled,10,C,81.88,1.995,10,1985,2017-05-10 16:00:00,0.988133040221462,-1.85769011561634,-1.88,81.93,,,,2017-05-19 16:00:00,,,-1.93000000000001,10,-1940.00000000001,44.9999999999932,0.024382791493522,-0.022243950134441,-0.022960429897411,44.9999999999934,0.022670025188914
81.82,1.565,Mid,2017-05-01 11:30:00,80.5,2017-05-19 16:00:00,18,0.38786020804476,-0.51197547461908,-1.31999999999999,ClosedCalled,10,C,82.1,1.565,10,1555,2017-05-01 15:30:00,0.386537420489918,-0.618459872783866,-1.59999999999999,81.93,,,,2017-05-19 16:00:00,,,-1.43000000000001,10,-1440.00000000001,114.999999999993,0.019127352725495,-0.016132974822782,-0.019488428745432,114.999999999993,0.073954983922825
81.81,1.545,Mid,2017-05-01 13:30:00,80.5,2017-05-19 16:00:00,18,0.382950332070244,-0.501664935012021,-1.31,ClosedCalled,10,C,82.1,1.545,10,1535,2017-05-01 15:30:00,0.381597645148193,-0.610556232237107,-1.59999999999999,81.93,,,,2017-05-19 16:00:00,,,-1.43000000000001,10,-1440.00000000001,94.9999999999932,0.018885221855519,-0.016012712382349,-0.019488428745432,94.9999999999932,0.061889250814328
