stock_price_at_STO_offer,STO_ask_fee,STO_ask_fee_type,STO_offer_datetime,STO_strike,STO_expiry_datetime,STO_days_long,STO_offer_ARR,STO_offer_TQI,STO_offer_strike_delta,STO_xtn_state,STO_contracts,option_type,stock_price_at_open,STO_open_fee,STO_open_commsn,STO_open_proceeds,STO_open_datetime,STO_open_ARR,STO_open_TQI,STO_open_strike_delta,stock_price_at_close,STO_close_strike_delta,BTC_close_commsn,BTC_close_proceeds,STO_close_datetime,STO_close_ARR,STO_close_TQI,Called_close_fee,Called_close_commsn,Called_close_proceeds,STO_xtn_net_proceeds,STO_ask_fee%,STO_offer_strike_delta%,STO_open_strike_delta%,Closed_xtn_Profit$,Closed_xtn_Profit%
81.82,1.245,Mid,2017-05-05 13:30:00,81,2017-05-26 16:00:00,21,0.264474281523903,-0.216868910849598,-0.819999999999993,ClosedCalled,10,C,81.94,1.245,10,1235,2017-05-05 15:30:00,0.264086962585864,-0.248241744830712,-0.939999999999998,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,694.999999999999,0.015216328526033,-0.010021999511122,-0.011471808640469,694.999999999999,0.562753036437246
82.39,1.525,Mid,2017-05-08 11:30:00,81,2017-05-26 16:00:00,18,0.375332092621812,-0.521711608744319,-1.39,ClosedCalled,10,C,82.68,1.525,10,1515,2017-05-08 13:30:00,0.374015615760899,-0.628346234478312,-1.68000000000001,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,974.999999999999,0.018509527855322,-0.016870979487802,-0.020319303338171,974.999999999999,0.643564356435643
82.68,1.745,Mid,2017-05-08 13:30:00,81,2017-05-26 16:00:00,18,0.427971966887061,-0.718992904370266,-1.68000000000001,ClosedCalled,10,C,82.77,1.745,10,1735,2017-05-08 15:30:00,0.427506611359457,-0.756686702106237,-1.77,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,1195,0.021105466860184,-0.020319303338171,-0.021384559623052,1195,0.688760806916426
82.77,1.805,Mid,2017-05-08 15:30:00,81,2017-05-26 16:00:00,18,0.442205979085283,-0.78270458298095,-1.77,ClosedCalled,10,C,82.88,1.805,10,1795,2017-05-08 16:00:00,0.441619074431574,-0.830243859931358,-1.88,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,1255,0.021807418146672,-0.021384559623052,-0.022683397683398,1255,0.699164345403899
82.18,1.29,Mid,2017-05-09 13:30:00,81,2017-05-26 16:00:00,17,0.337029189870156,-0.397694444046786,-1.18000000000001,ClosedCalled,10,C,82.37,1.29,10,1280,2017-05-09 15:30:00,0.336251776417742,-0.460664933692308,-1.37,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,739.999999999999,0.015697249939158,-0.014358724750548,-0.016632269029987,739.999999999999,0.578124999999999
81.82,1.475,Mid,2017-05-10 15:30:00,81,2017-05-26 16:00:00,16,0.411249541676852,-0.337224624175016,-0.819999999999993,ClosedCalled,10,C,81.88,1.475,10,1465,2017-05-10 16:00:00,0.410948186370298,-0.36163440400586,-0.879999999999995,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,924.999999999999,0.018027377169396,-0.010021999511122,-0.010747435271129,924.999999999999,0.631399317406143
82.24,1.77,Mid,2017-05-11 11:30:00,81,2017-05-26 16:00:00,15,0.523711089494163,-0.64940175097276,-1.24,ClosedCalled,10,C,82.41,1.77,10,1760,2017-05-11 13:30:00,0.522630748695547,-0.736909355660719,-1.41,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,1220,0.021522373540856,-0.015077821011673,-0.017109574080815,1220,0.693181818181818
82.41,1.885,Mid,2017-05-11 13:30:00,81,2017-05-26 16:00:00,15,0.556586983780286,-0.784787647130201,-1.41,ClosedCalled,10,C,82.64,1.885,10,1875,2017-05-11 15:30:00,0.555037915456599,-0.910262181348823,-1.64,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,1335,0.022873437689601,-0.017109574080815,-0.019845111326234,1335,0.711999999999999
82.3,1.77,Mid,2017-05-12 13:30:00,81,2017-05-26 16:00:00,14,0.560709946189898,-0.728922930046865,-1.3,ClosedCalled,10,C,82.38,1.77,10,1760,2017-05-12 15:30:00,0.56016543543856,-0.77302830090521,-1.38,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,1220,0.021506682867558,-0.015795868772783,-0.016751638747269,1220,0.693181818181818
82.38,1.82,Mid,2017-05-12 15:30:00,81,2017-05-26 16:00:00,14,0.575989317795581,-0.7948652585579,-1.38,ClosedCalled,10,C,82.53,1.82,10,1810,2017-05-12 16:00:00,0.574942445171453,-0.879661941112323,-1.53,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,1270,0.022092740956543,-0.016751638747269,-0.018538713195202,1270,0.701657458563535
82.54,1.825,Mid,2017-05-16 13:30:00,81,2017-05-26 16:00:00,10,0.807032953719409,-1.24283074872789,-1.54000000000001,ClosedCalled,10,C,82.62,1.825,10,1815,2017-05-16 15:30:00,0.806251512950859,-1.3061274509804,-1.62,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,1275,0.022110491882724,-0.018657620547613,-0.019607843137255,1275,0.702479338842975
81.64,1.25,Mid,2017-05-18 11:30:00,81,2017-05-26 16:00:00,8,0.698569941205292,-0.447084762371387,-0.640000000000001,ClosedCalled,10,C,81.69,1.25,10,1240,2017-05-18 13:30:00,0.698142367486841,-0.481718233565918,-0.689999999999998,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,699.999999999999,0.01531112199902,-0.007839294463498,-0.008446566287183,699.999999999999,0.564516129032257
81.69,1.275,Mid,2017-05-18 13:30:00,81,2017-05-26 16:00:00,8,0.712105214836577,-0.491352598237237,-0.689999999999998,ClosedCalled,10,C,81.84,1.275,10,1265,2017-05-18 15:30:00,0.710800036656891,-0.597072030791791,-0.840000000000003,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,724.999999999999,0.015607785530665,-0.008446566287183,-0.010263929618768,724.999999999999,0.573122529644268
81.8,1.26,Mid,2017-05-19 11:30:00,81,2017-05-26 16:00:00,7,0.803178484107579,-0.642542787286061,-0.799999999999997,ClosedCalled,10,C,81.86,1.26,10,1250,2017-05-19 13:30:00,0.802589787441974,-0.690227217200097,-0.859999999999999,81.53,,,,2017-05-26 16:00:00,,,-0.530000000000001,10,-540.000000000001,709.999999999999,0.015403422982885,-0.009779951100244,-0.010505741509895,709.999999999999,0.567999999999999
81.82,1.085,Mid,2017-05-01 11:30:00,81.5,2017-05-26 16:00:00,25,0.193607919824004,-0.06195453434368,-0.319999999999993,ClosedCalled,10,C,82.1,1.085,10,1075,2017-05-01 15:30:00,0.192947624847747,-0.115768574908647,-0.599999999999994,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1035,0.013260816426302,-0.003911024199462,-0.007308160779537,1035,0.962790697674418
81.81,1.08,Mid,2017-05-01 13:30:00,81.5,2017-05-26 16:00:00,25,0.192739273927393,-0.059749174917492,-0.310000000000002,ClosedCalled,10,C,82.1,1.08,10,1070,2017-05-01 15:30:00,0.192058465286236,-0.115235079171741,-0.599999999999994,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1030,0.013201320132013,-0.00378926781567,-0.007308160779537,1030,0.962616822429905
82.58,1.47,Mid,2017-05-03 11:30:00,81.5,2017-05-26 16:00:00,23,0.282492865942906,-0.305092295218338,-1.08,ClosedCalled,10,C,82.87,1.47,10,1460,2017-05-03 15:30:00,0.281504294311153,-0.38566088320628,-1.37,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1420,0.01780092031969,-0.01307822717365,-0.016531917461084,1420,0.972602739726027
82.57,1.46,Mid,2017-05-03 13:30:00,81.5,2017-05-26 16:00:00,23,0.280605125558814,-0.30024748434793,-1.06999999999999,ClosedCalled,10,C,82.87,1.46,10,1450,2017-05-03 15:30:00,0.279589299111757,-0.383037339783108,-1.37,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1410,0.017681966816035,-0.012958701707642,-0.016531917461084,1410,0.972413793103447
81.53,0.895,Mid,2017-05-04 13:30:00,81.5,2017-05-26 16:00:00,22,0.182127605008753,-0.005463828150263,-0.030000000000001,ClosedCalled,10,C,81.72,0.895,10,885,2017-05-04 15:30:00,0.181704156098429,-0.039974914341654,-0.219999999999999,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,844.999999999999,0.0109775542745,-0.000367962713112,-0.002692119432208,844.999999999999,0.954802259887004
81.82,0.955,Mid,2017-05-05 13:30:00,81.5,2017-05-26 16:00:00,21,0.202869830405885,-0.064918345729882,-0.319999999999993,ClosedCalled,10,C,81.94,0.955,10,945,2017-05-05 15:30:00,0.202572730336948,-0.089132001348257,-0.439999999999998,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,904.999999999999,0.01167196284527,-0.003911024199462,-0.005369782767879,904.999999999999,0.957671957671956
82.39,1.155,Mid,2017-05-08 11:30:00,81.5,2017-05-26 16:00:00,18,0.284267912772586,-0.252998442367601,-0.890000000000001,ClosedCalled,10,C,82.68,1.155,10,1145,2017-05-08 13:30:00,0.283270843412353,-0.334259595226578,-1.18000000000001,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1105,0.014018691588785,-0.010802281830319,-0.014271891630382,1105,0.965065502183405
82.68,1.335,Mid,2017-05-08 13:30:00,81.5,2017-05-26 16:00:00,18,0.327416948879213,-0.386351999677473,-1.18000000000001,ClosedCalled,10,C,82.77,1.335,10,1325,2017-05-08 15:30:00,0.327060931899642,-0.415367383512544,-1.27,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1285,0.016146589259797,-0.014271891630382,-0.015343723571342,1285,0.969811320754716
82.77,1.39,Mid,2017-05-08 15:30:00,81.5,2017-05-26 16:00:00,18,0.340535352314983,-0.432479897440027,-1.27,ClosedCalled,10,C,82.88,1.39,10,1380,2017-05-08 16:00:00,0.340083386958387,-0.469315074002572,-1.38,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1340,0.016793524223753,-0.015343723571342,-0.016650579150579,1340,0.971014492753622
82.33,1.05,Mid,2017-05-09 11:30:00,81.5,2017-05-26 16:00:00,17,0.27382628017805,-0.227275812547781,-0.829999999999998,ClosedCalled,10,C,82.37,1.05,10,1040,2017-05-09 15:30:00,0.273693306386534,-0.238113176556286,-0.870000000000004,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,999.999999999999,0.012753552775416,-0.010081379812948,-0.01056209785116,999.999999999999,0.96153846153846
82.18,0.97,Mid,2017-05-09 13:30:00,81.5,2017-05-26 16:00:00,17,0.253425049747326,-0.172329033828184,-0.680000000000007,ClosedCalled,10,C,82.37,0.97,10,960,2017-05-09 15:30:00,0.252840483042798,-0.219971220247236,-0.870000000000004,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,919.999999999999,0.011803358481382,-0.008274519347773,-0.01056209785116,919.999999999999,0.958333333333332
81.82,1.155,Mid,2017-05-10 15:30:00,81.5,2017-05-26 16:00:00,16,0.322029302126619,-0.103049376680516,-0.319999999999993,ClosedCalled,10,C,81.88,1.155,10,1145,2017-05-10 16:00:00,0.321793325598437,-0.122281463727405,-0.379999999999995,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1105,0.014116352969934,-0.003911024199462,-0.004640937957987,1105,0.965065502183405
82.24,1.415,Mid,2017-05-11 11:30:00,81.5,2017-05-26 16:00:00,15,0.418672989623865,-0.309818012321658,-0.739999999999995,ClosedCalled,10,C,82.41,1.415,10,1405,2017-05-11 13:30:00,0.417809327347005,-0.380206487885773,-0.909999999999997,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1365,0.017205739299611,-0.008998054474708,-0.011042349229462,1365,0.97153024911032
82.41,1.52,Mid,2017-05-11 13:30:00,81.5,2017-05-26 16:00:00,15,0.448812846337419,-0.408419690167049,-0.909999999999997,ClosedCalled,10,C,82.64,1.52,10,1510,2017-05-11 15:30:00,0.44756373023556,-0.510222652468539,-1.14,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1470,0.018444363548113,-0.011042349229462,-0.013794772507261,1470,0.973509933774833
82.3,1.41,Mid,2017-05-12 13:30:00,81.5,2017-05-26 16:00:00,14,0.446667245269918,-0.357333796215933,-0.799999999999997,ClosedCalled,10,C,82.38,1.41,10,1400,2017-05-12 15:30:00,0.446233482468005,-0.392685464571843,-0.879999999999995,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1360,0.017132442284326,-0.009720534629405,-0.010682204418548,1360,0.97142857142857
82.38,1.455,Mid,2017-05-12 15:30:00,81.5,2017-05-26 16:00:00,14,0.460474976589325,-0.405217979398604,-0.879999999999995,ClosedCalled,10,C,82.53,1.455,10,1445,2017-05-12 16:00:00,0.45963805369476,-0.473427195305604,-1.03,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1405,0.017662053896577,-0.010682204418548,-0.012480310190234,1405,0.972318339100345
82.92,1.74,Mid,2017-05-15 13:30:00,81.5,2017-05-26 16:00:00,11,0.696289961847125,-0.988731745822919,-1.42,ClosedCalled,10,C,82.93,1.74,10,1730,2017-05-15 15:30:00,0.696206000679653,-0.995574580971909,-1.43000000000001,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1690,0.020984081041968,-0.017124939700917,-0.017243458338358,1690,0.976878612716762
82.54,1.435,Mid,2017-05-16 13:30:00,81.5,2017-05-26 16:00:00,10,0.634571117034165,-0.659953961715536,-1.04000000000001,ClosedCalled,10,C,82.62,1.435,10,1425,2017-05-16 15:30:00,0.633956669087388,-0.710031469377877,-1.12,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,1385,0.017385510055731,-0.012599951538648,-0.013556039699831,1385,0.971929824561403
81.64,0.93,Mid,2017-05-18 11:30:00,81.5,2017-05-26 16:00:00,8,0.519736036256737,-0.072763045075944,-0.140000000000001,ClosedCalled,10,C,81.69,0.93,10,920,2017-05-18 13:30:00,0.519417921410209,-0.098689405067939,-0.189999999999998,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,879.999999999999,0.011391474767271,-0.00171484566389,-0.002325866079079,879.999999999999,0.956521739130434
81.69,0.955,Mid,2017-05-18 13:30:00,81.5,2017-05-26 16:00:00,8,0.533380768759946,-0.101342346064389,-0.189999999999998,ClosedCalled,10,C,81.84,0.955,10,945,2017-05-18 15:30:00,0.532403164711632,-0.181017076001957,-0.340000000000003,81.53,,,,2017-05-26 16:00:00,,,-0.030000000000001,10,-40.0000000000011,904.999999999999,0.011690537397478,-0.002325866079079,-0.004154447702835,904.999999999999,0.957671957671956
79.34,1.98,Mid,2017-06-02 15:30:00,77.5,2017-06-09 16:00:00,7,1.30127120169974,-2.39433901112752,-1.84,ClosedCalled,10,C,79.43,1.98,10,1970,2017-06-02 16:00:00,1.29979676624521,-2.50860775885327,-1.93000000000001,82.11,,,,2017-06-09 16:00:00,,,-4.61,10,-4620,-2650,0.024955886059995,-0.023191328459793,-0.024298124134458,-2650,-1.34517766497462
79.34,1.54,Mid,2017-06-02 15:30:00,78,2017-06-09 16:00:00,7,1.01209982354424,-1.35621376354929,-1.34,ClosedCalled,10,C,79.43,1.54,10,1530,2017-06-02 16:00:00,1.01095304041294,-1.44566284779051,-1.43000000000001,82.11,,,,2017-06-09 16:00:00,,,-4.11,10,-4120,-2590,0.019410133602218,-0.016889337030502,-0.018003273322422,-2590,-1.69281045751634
79.34,1.135,Mid,2017-06-02 15:30:00,78.5,2017-06-09 16:00:00,7,0.745930714105657,-0.626581799848755,-0.840000000000003,ClosedCalled,10,C,79.43,1.135,10,1125,2017-06-02 16:00:00,0.745085520044603,-0.692929533641486,-0.930000000000007,82.11,,,,2017-06-09 16:00:00,,,-3.61,10,-3620,-2495,0.014305520544492,-0.01058734560121,-0.011708422510387,-2495,-2.21777777777778
80.58,1.81,Mid,2017-05-31 13:30:00,79,2017-06-09 16:00:00,9,0.910964948567331,-1.43932461873638,-1.58,ClosedCalled,10,C,80.6,1.81,10,1800,2017-05-31 15:30:00,0.910738902674386,-1.45718224427901,-1.59999999999999,82.11,,,,2017-06-09 16:00:00,,,-3.11,10,-3120,-1320,0.022462149416729,-0.019607843137255,-0.01985111662531,-1320,-0.733333333333333
80.54,1.74,Mid,2017-06-01 11:30:00,79,2017-06-09 16:00:00,8,0.985690340203625,-1.51796312391359,-1.54000000000001,ClosedCalled,10,C,80.87,1.74,10,1730,2017-06-01 13:30:00,0.98166810931124,-1.83571936441202,-1.87,82.11,,,,2017-06-09 16:00:00,,,-3.11,10,-3120,-1390,0.02160417184008,-0.019120933697542,-0.023123531593916,-1390,-0.803468208092485
80.59,1.77,Mid,2017-06-01 15:30:00,79,2017-06-09 16:00:00,8,1.00206291103115,-1.59328002853952,-1.59,ClosedCalled,10,C,80.68,1.77,10,1760,2017-06-01 16:00:00,1.00094509172038,-1.68158775409024,-1.68000000000001,82.11,,,,2017-06-09 16:00:00,,,-3.11,10,-3120,-1360,0.021963022707532,-0.019729494974563,-0.020823004462073,-1360,-0.772727272727273
79.34,0.785,Mid,2017-06-02 15:30:00,79,2017-06-09 16:00:00,7,0.515908026936512,-0.175408729158416,-0.340000000000003,ClosedCalled,10,C,79.43,0.785,10,775,2017-06-02 16:00:00,0.515323465405298,-0.221589090124282,-0.430000000000007,82.11,,,,2017-06-09 16:00:00,,,-3.11,10,-3120,-2345,0.009894126543988,-0.004285354171918,-0.005413571698351,-2345,-3.0258064516129
81.47,2.205,Mid,2017-05-26 15:30:00,79.5,2017-06-09 16:00:00,14,0.705627838468148,-1.39008684178225,-1.97,ClosedCalled,10,C,81.53,2.205,10,2195,2017-05-26 16:00:00,0.705108549000368,-1.43137035447075,-2.03,82.11,,,,2017-06-09 16:00:00,,,-2.61,10,-2620,-425,0.027065177365902,-0.02418068000491,-0.024898810253894,-425,-0.193621867881549
80.54,1.33,Mid,2017-06-01 11:30:00,79.5,2017-06-09 16:00:00,8,0.75342997268438,-0.78356717159176,-1.04000000000001,ClosedCalled,10,C,80.87,1.33,10,1320,2017-06-01 13:30:00,0.75035550884135,-1.02798704711265,-1.37,82.11,,,,2017-06-09 16:00:00,,,-2.61,10,-2620,-1300,0.016513533647877,-0.012912838341197,-0.01694076913565,-1300,-0.984848484848484
80.59,1.355,Mid,2017-06-01 15:30:00,79.5,2017-06-09 16:00:00,8,0.767115957314803,-0.836156393473138,-1.09,ClosedCalled,10,C,80.68,1.355,10,1345,2017-06-01 16:00:00,0.766260225582548,-0.904187066187412,-1.18000000000001,82.11,,,,2017-06-09 16:00:00,,,-2.61,10,-2620,-1275,0.016813500434297,-0.01352525127187,-0.014625681705503,-1275,-0.947955390334572
79.34,0.505,Mid,2017-06-02 15:30:00,79.5,2017-06-09 16:00:00,7,0.331889877201196,0.05310238035219,0.159999999999997,ClosedCalled,10,C,79.43,0.505,10,495,2017-06-02 16:00:00,0.331513821693854,0.023205967518568,0.069999999999993,82.11,,,,2017-06-09 16:00:00,,,-2.61,10,-2620,-2125,0.006365011343585,0.002016637257373,0.000881279113685,-2125,-4.29292929292929
81.82,2.505,Mid,2017-05-10 15:30:00,80,2017-06-09 16:00:00,30,0.37249450012222,-0.677939990222437,-1.81999999999999,ClosedCalled,10,C,81.88,2.505,10,2495,2017-05-10 16:00:00,0.372221543722521,-0.699776502198337,-1.88,82.11,,,,2017-06-09 16:00:00,,,-2.11,10,-2120,375,0.030615986311415,-0.022243950134441,-0.022960429897411,375,0.150300601202405
81.64,2.375,Mid,2017-05-18 11:30:00,80,2017-06-09 16:00:00,22,0.482648323014565,-0.791543249743887,-1.64,ClosedCalled,10,C,81.84,2.375,10,2365,2017-05-18 15:30:00,0.48146883053408,-0.885902648182709,-1.84,82.11,,,,2017-06-09 16:00:00,,,-2.11,10,-2120,245,0.029091131798138,-0.020088192062714,-0.022482893450636,245,0.103594080338267
81.69,2.39,Mid,2017-05-18 13:30:00,80,2017-06-09 16:00:00,22,0.485399347867214,-0.820324897895591,-1.69,ClosedCalled,10,C,81.84,2.39,10,2380,2017-05-18 15:30:00,0.484509686305874,-0.89149782280281,-1.84,82.11,,,,2017-06-09 16:00:00,,,-2.11,10,-2120,260,0.029256946994736,-0.020687966703391,-0.022482893450636,260,0.109243697478992
81.8,2.41,Mid,2017-05-19 11:30:00,80,2017-06-09 16:00:00,21,0.512079403888695,-0.921742926999649,-1.8,ClosedCalled,10,C,81.86,2.41,10,2400,2017-05-19 13:30:00,0.511704070829407,-0.951769571742696,-1.86,82.11,,,,2017-06-09 16:00:00,,,-2.11,10,-2120,280,0.029462102689487,-0.02200488997555,-0.022721720009773,280,0.116666666666667
81.68,2.05,Mid,2017-05-25 15:30:00,80,2017-06-09 16:00:00,15,0.61071661769507,-1.02600391772772,-1.68000000000001,ClosedCalled,10,C,81.74,2.05,10,2040,2017-05-25 16:00:00,0.610268330478754,-1.06186689503303,-1.74,82.11,,,,2017-06-09 16:00:00,,,-2.11,10,-2120,-80,0.025097943192948,-0.020568070519099,-0.021287007585026,-79.9999999999996,-0.03921568627451
81.47,1.79,Mid,2017-05-26 15:30:00,80,2017-06-09 16:00:00,14,0.572822599028565,-0.842049220571989,-1.47,ClosedCalled,10,C,81.53,1.79,10,1780,2017-05-26 16:00:00,0.572401044313224,-0.875773597799233,-1.53,82.11,,,,2017-06-09 16:00:00,,,-2.11,10,-2120,-340,0.021971277770959,-0.018043451577268,-0.018766098368699,-340,-0.191011235955056
80.54,0.97,Mid,2017-06-01 11:30:00,80,2017-06-09 16:00:00,8,0.549494040228458,-0.296726781723371,-0.540000000000006,ClosedCalled,10,C,80.87,0.97,10,960,2017-06-01 13:30:00,0.547251762087301,-0.476109033015954,-0.870000000000004,82.11,,,,2017-06-09 16:00:00,,,-2.11,10,-2120,-1160,0.012043704991309,-0.006704742984852,-0.010758006677384,-1160,-1.20833333333333
80.59,0.985,Mid,2017-06-01 15:30:00,80,2017-06-09 16:00:00,8,0.557645179302643,-0.329010655788561,-0.590000000000003,ClosedCalled,10,C,80.68,0.985,10,975,2017-06-01 16:00:00,0.557023116013882,-0.378775718889443,-0.680000000000007,82.11,,,,2017-06-09 16:00:00,,,-2.11,10,-2120,-1145,0.012222360094305,-0.007321007569177,-0.008428358948934,-1145,-1.17435897435897
79.34,0.305,Mid,2017-06-02 15:30:00,80,2017-06-09 16:00:00,7,0.20044834167597,0.132295905506139,0.659999999999997,ClosedCalled,10,C,79.43,0.305,10,295,2017-06-02 16:00:00,0.200221219042823,0.114126094854408,0.569999999999993,82.11,,,,2017-06-09 16:00:00,,,-2.11,10,-2120,-1825,0.003844214771868,0.008318628686665,0.007176129925721,-1825,-6.1864406779661
82.39,2.125,Mid,2017-05-08 11:30:00,80.5,2017-06-09 16:00:00,32,0.294189601286564,-0.556018346431606,-1.89,ClosedCalled,10,C,82.77,2.125,10,2115,2017-05-08 15:30:00,0.292838966412952,-0.664744453757399,-2.27,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,495,0.025791965044302,-0.022939677145285,-0.027425395674761,495,0.23404255319149
82.33,1.995,Mid,2017-05-09 11:30:00,80.5,2017-06-09 16:00:00,31,0.285309317733903,-0.522116051453043,-1.83,ClosedCalled,10,C,82.37,1.995,10,1985,2017-05-09 15:30:00,0.285170767622098,-0.533269335453326,-1.87,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,365,0.024231750273291,-0.022227620551439,-0.022702440208814,365.000000000001,0.183879093198993
82.18,1.9,Mid,2017-05-09 13:30:00,80.5,2017-06-09 16:00:00,31,0.272219125601551,-0.457328131010608,-1.68000000000001,ClosedCalled,10,C,82.37,1.9,10,1890,2017-05-09 15:30:00,0.271591207259141,-0.507875557574596,-1.87,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,270,0.023119980530543,-0.020442930153322,-0.022702440208814,270,0.142857142857143
81.82,2.145,Mid,2017-05-10 15:30:00,80.5,2017-06-09 16:00:00,30,0.31896235639208,-0.421030310437544,-1.31999999999999,ClosedCalled,10,C,81.88,2.145,10,2135,2017-05-10 16:00:00,0.318728627259404,-0.439845505617976,-1.38,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,515.000000000001,0.02621608408702,-0.016132974822782,-0.01685393258427,515.000000000001,0.241217798594848
82.24,2.465,Mid,2017-05-11 11:30:00,80.5,2017-06-09 16:00:00,29,0.377249513618677,-0.656414153696496,-1.74,ClosedCalled,10,C,82.41,2.465,10,2455,2017-05-11 13:30:00,0.376471302026453,-0.719060186870524,-1.91,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,835.000000000001,0.029973249027237,-0.021157587548638,-0.023176798932168,835.000000000001,0.340122199592668
81.64,1.995,Mid,2017-05-18 11:30:00,80.5,2017-06-09 16:00:00,22,0.405424591332235,-0.462184034118748,-1.14,ClosedCalled,10,C,81.84,1.995,10,1985,2017-05-18 15:30:00,0.404433817648627,-0.541941315649162,-1.34,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,365,0.024436550710436,-0.013963743263106,-0.016373411534702,365.000000000001,0.183879093198993
81.69,2.02,Mid,2017-05-18 13:30:00,80.5,2017-06-09 16:00:00,22,0.410253842130449,-0.488202072135233,-1.19,ClosedCalled,10,C,81.84,2.02,10,2010,2017-05-18 15:30:00,0.409501910601617,-0.548732560206169,-1.34,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,390,0.024727628840739,-0.014567266495287,-0.016373411534702,390,0.194029850746269
82.07,2.09,Mid,2017-05-22 11:30:00,80.5,2017-06-09 16:00:00,18,0.516395218174187,-0.810740492533471,-1.56999999999999,ClosedCalled,10,C,82.2,2.09,10,2080,2017-05-22 13:30:00,0.515578534739119,-0.876483509056503,-1.7,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,460.000000000001,0.025466065553796,-0.019130010966248,-0.020681265206813,460.000000000001,0.221153846153846
82.18,2.095,Mid,2017-05-24 11:30:00,80.5,2017-06-09 16:00:00,16,0.581554970795814,-0.977012350936972,-1.68000000000001,ClosedCalled,10,C,82.23,2.095,10,2085,2017-05-24 15:30:00,0.581201355952815,-1.00547834579837,-1.73,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,465,0.025492820637625,-0.020442930153322,-0.021038550407394,465.000000000001,0.223021582733813
82.03,1.99,Mid,2017-05-24 13:30:00,80.5,2017-06-09 16:00:00,16,0.553417956845057,-0.846729473972937,-1.53,ClosedCalled,10,C,82.23,1.99,10,1980,2017-05-24 15:30:00,0.552071932384774,-0.955084443025662,-1.73,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,360,0.024259417286359,-0.018651712788004,-0.021038550407394,360,0.181818181818182
81.68,1.66,Mid,2017-05-25 15:30:00,80.5,2017-06-09 16:00:00,15,0.494531505060398,-0.583547175971273,-1.18000000000001,ClosedCalled,10,C,81.74,1.66,10,1650,2017-05-25 16:00:00,0.494168501753527,-0.612768942174372,-1.24,82.11,,,,2017-06-09 16:00:00,,,-1.61,10,-1620,30.0000000000005,0.020323212536729,-0.014446620959843,-0.015170051382432,30.0000000000002,0.018181818181818
