,Date,Open,High,Low,Close,Adj Close,Volume,45 day SMA,30 day SMA,15 day SMA,10 day SMA,Yearly Min,Yearly Max,1 days old,2 days old,3 days old,4 days old,5 days old,Days to ER,RSI,MFI,MACD,45 day vel,30 day vel,15 day vel,10 day vel,5 day vel,2 day vel
35,2016-05-16,89.199997,89.66999799999999,89.0,89.57,76.608582,8638700,,86.7986667,88.63466653333337,88.78700039999997,,,88.660004,89.66999799999999,88.809998,89.989998,88.57,74,65.23598599463355,59.28947272263265,0.9834349072919772,NaN,0.24519689632925462,0.10246439642857089,0.1736362181818173,-0.0989990000000006,0.9099959999999925
36,2016-05-17,89.269997,89.910004,89.160004,89.529999,76.57437900000001,9835600,,87.04266669999998,88.76133333333338,88.92900019999996,,,89.57,88.660004,89.66999799999999,88.809998,89.989998,73,61.32353927979838,59.169418847624755,0.999496888932846,NaN,0.23117241090100113,0.09614286428571396,0.16903012121212058,0.13400040000000218,-0.04000099999998952
37,2016-05-18,89.800003,90.0,88.650002,89.349998,76.420425,9680300,,87.24400003333332,88.82066660000005,89.06999979999996,,,89.529999,89.57,88.660004,89.66999799999999,88.809998,72,63.277279278181474,59.73270789468155,1.0082194846931827,NaN,0.2203158765294771,0.10224992857142817,0.12606042424242417,0.02299950000000166,-0.1800010000000043
38,2016-05-19,88.610001,90.160004,88.449997,90.110001,77.07045,14397900,,87.50199996666666,88.95933340000005,89.27699979999997,,,89.349998,89.529999,89.57,88.660004,89.66999799999999,71,65.05348142896426,58.824996917601084,1.019957475771296,NaN,0.2051924327030032,0.11189278571428536,0.11412117575757602,0.2679991999999999,0.7600029999999975
39,2016-05-20,90.389999,90.400002,89.379997,89.739998,76.75398299999999,13191900,,87.71966659999998,89.0486664666667,89.39999939999997,,,90.110001,89.349998,89.529999,89.57,88.660004,70,58.702181947650516,59.67779477276557,1.0255963977709341,NaN,0.19003112302558384,0.1154285035714283,0.08824243636363696,0.09199980000000069,-0.370002999999997
40,2016-05-23,89.0,89.900002,88.82,89.599998,76.634247,11766100,,87.92899986666664,89.0799998666667,89.50299919999998,,,89.739998,90.110001,89.349998,89.529999,89.57,67,66.11484071792103,58.95626585275095,1.0228690802256335,NaN,0.17181976507230232,0.13153552142857128,0.043818157575758014,0.0529997999999992,-0.14000000000000057
41,2016-05-24,89.889999,90.400002,89.550003,89.66999799999999,76.694122,10056600,,88.10633319999997,89.18399966666671,89.47099919999997,,,89.599998,89.739998,90.110001,89.349998,89.529999,66,68.10193910616124,58.87124139089247,1.0136648814232538,NaN,0.15836923959955482,0.11857122142857109,0.08539376969696998,0.012999699999998882,0.06999999999999318
42,2016-05-25,89.849998,90.370003,89.589996,90.260002,77.198738,9578400,,88.28733319999996,89.33866633333336,89.61599959999998,,,89.66999799999999,89.599998,89.739998,90.110001,89.349998,65,70.2485403787146,59.161873533321526,1.0066241044905873,NaN,0.14966848943270278,0.10992848928571423,0.08436353939393958,0.023000199999999894,0.5900040000000075
43,2016-05-26,90.25,90.459999,89.269997,89.800003,76.805313,7867900,,88.43299996666663,89.45599980000003,89.62900009999997,,,90.260002,89.66999799999999,89.599998,89.739998,90.110001,64,63.91179097001822,59.13629205149399,0.9927372415844303,NaN,0.1397219032258063,0.08435718214285741,0.09799998181818197,0.07800140000000085,-0.45999899999999627
44,2016-05-27,89.400002,90.050003,89.32,90.010002,76.984932,7505900,87.00022213333332,88.60099999999996,89.55599980000004,89.76399989999997,,,89.800003,90.260002,89.66999799999999,89.599998,89.739998,63,64.64203701191596,60.51683703553395,0.9758904241769569,0.18186035823451913,0.12601335839822006,0.07117872857142896,0.05418216363636396,0.09500130000000127,0.20999899999999627
45,2016-05-31,90.0,90.199997,88.730003,89.019997,76.13816800000001,13178800,87.1068887111111,88.70899993333329,89.58599960000005,89.70899959999997,,,90.010002,89.800003,90.260002,89.66999799999999,89.599998,59,48.43298489678983,51.797728018440246,0.9423376258881921,0.1792898656126482,0.10926138553948819,0.02960723571428611,0.000666860606060802,-0.1550001999999978,-0.9900049999999965
46,2016-06-01,88.43,89.449997,88.129997,89.239998,76.32634,7994800,87.21155535555555,88.80999989999995,89.53599960000004,89.67999949999998,,,89.019997,90.010002,89.800003,90.260002,89.66999799999999,58,53.157046423093384,53.11338916131058,0.9009271318556067,0.17766403438735173,0.09545269032258047,0.032500007142857605,-0.036848418181817735,-0.28200140000000007,0.22000099999999634
47,2016-06-02,88.209999,88.529999,87.610001,88.529999,75.719078,9837500,87.3006665111111,88.8676664333333,89.51733300000005,89.59799959999997,,,89.239998,89.019997,90.010002,89.800003,90.260002,57,41.44138181652206,46.00199731826809,0.8450204871708081,0.17332937272727272,0.07978418531701881,-0.013392910714285274,-0.12157581818181754,-0.33100120000000005,-0.7099989999999963
48,2016-06-03,88.440002,88.83000200000001,88.029999,88.370003,75.58223000000001,9367100,87.40688888888887,88.92033316666662,89.43066666666671,89.42399979999996,,,88.529999,89.239998,89.019997,90.010002,89.800003,56,47.50420182272184,52.61597281610251,0.7788493522551774,0.16518444268774699,0.062244726362625034,-0.03771430357142838,-0.15442402424242396,-0.37699960000000066,-0.1599960000000067
49,2016-06-06,88.870003,89.5,88.690002,89.339996,76.411865,8573000,87.54866659999999,88.98066639999998,89.4759994666667,89.38399959999997,,,88.370003,88.529999,89.239998,89.019997,90.010002,53,48.0409018760902,52.58663354923649,0.7211746206155015,0.15731222779973647,0.05536371701890983,-0.062000003571428354,-0.13793950303030278,-0.022999700000001157,0.9699930000000023
50,2016-06-07,89.75,90.91999799999999,89.709999,90.709999,77.58363299999999,12889100,87.71644426666666,89.09333296666664,89.55199940000004,89.49499969999997,,,89.339996,88.370003,88.529999,89.239998,89.019997,52,58.19443646046557,53.621810485188334,0.6888998459171021,0.15317653254281946,0.05513680912124578,-0.028464285714285758,-0.05121236969696969,0.37499989999999883,1.370002999999997
51,2016-06-08,91.029999,91.300003,90.529999,90.790001,77.652046,9983000,87.90711097777776,89.1986664333333,89.63599953333338,89.60699999999997,,,90.709999,89.339996,88.370003,88.529999,89.239998,51,60.14076284967382,60.37570389846859,0.6737585165315148,0.14539919486166006,0.05599108231368188,0.0018571714285715959,0.031090618181817947,0.6859999999999999,0.08000200000000746
52,2016-06-09,90.18,91.029999,90.110001,90.66999799999999,77.549408,8974300,88.07066653333331,89.27233306666662,89.72399953333338,89.64799959999996,,,90.790001,90.709999,89.339996,88.370003,88.529999,50,54.33427483123811,52.43738729778437,0.6669766709530145,0.13947691765480894,0.06038928587319238,0.019535660714285693,0.1326057939393932,0.6049994999999996,-0.12000300000001118
53,2016-06-10,90.400002,90.91999799999999,89.779999,89.980003,76.959274,10353800,88.23977764444443,89.33733319999996,89.71533300000004,89.66599959999996,,,90.66999799999999,90.790001,90.709999,89.339996,88.370003,49,51.77008417968568,43.918472620995324,0.6548544853729215,0.12773648827404474,0.05638707719688538,0.03696436071428555,0.16084863030302962,0.12400129999999905,-0.6899949999999961
54,2016-06-13,89.91999799999999,91.43,89.699997,90.589996,77.480995,11370000,88.40377757777776,89.41033299999998,89.77199953333337,89.72399899999996,,,89.980003,90.66999799999999,90.790001,90.709999,89.339996,46,56.82763280754854,52.339599326471735,0.6468517511490253,0.11930696192358356,0.058004419577308085,0.059535649999999864,0.23418192727272666,-0.10500040000000013,0.6099930000000029
55,2016-06-14,90.449997,90.870003,89.849998,90.43,77.344139,10161000,88.56177757777776,89.45366643333331,89.82733300000004,89.86499929999997,,,90.589996,89.980003,90.66999799999999,90.790001,90.709999,45,55.17704967177572,44.96541759362166,0.6381927622446851,0.10977468379446632,0.06264956462736378,0.0710713321428572,0.2257576060606062,-0.08000039999999871,-0.15999599999999248
56,2016-06-15,90.230003,90.900002,90.0,90.160004,77.113213,10655800,88.69088882222219,89.52199986666663,89.86000006666671,89.95699989999996,,,90.43,90.589996,89.980003,90.66999799999999,90.790001,44,49.28778795975667,37.680613921030336,0.6244375042701023,0.10164425573122522,0.05793992302558402,0.0748928214285713,0.20018201818181838,-0.05699909999999733,-0.2699960000000061
57,2016-06-16,89.699997,91.389999,89.110001,91.220001,78.019821,12824800,88.83288879999996,89.63133316666664,89.92400000000004,90.22600009999996,,,90.160004,90.43,90.589996,89.980003,90.66999799999999,43,59.31747866161843,45.34611586531507,0.6212502586825968,0.09727535862977595,0.05798443893214691,0.1203214714285712,0.17393959393939423,0.20500040000000014,1.0599969999999956
58,2016-06-17,91.489998,91.589996,90.190002,90.720001,77.592171,17483200,88.95044437777776,89.72066649999998,89.98533320000003,90.46099989999996,,,91.220001,90.160004,90.43,90.589996,89.980003,42,54.487831087467896,53.83234831629153,0.6166150582148104,0.09243346482213431,0.054033397775305976,0.13667872499999978,0.07715195757575762,0.10500109999999836,-0.5
59,2016-06-20,91.290001,91.589996,91.07,91.120003,77.93428,9388500,89.08711108888886,89.80766653333332,90.0593332666667,90.63900059999996,,,90.720001,91.220001,90.160004,90.43,90.589996,39,64.34424684621948,61.45224095501379,0.6153680513891162,0.08666009090909081,0.054711964849833226,0.1657502928571426,0.03836398787878784,0.1940002999999976,0.40000200000000063
60,2016-06-21,90.720001,91.639999,90.25,91.529999,78.284981,8557500,89.21488886666666,89.90633316666664,90.22666673333336,90.72100059999995,,,91.120003,90.720001,91.220001,90.160004,90.43,38,65.24645005526008,61.14073605264229,0.6205027502208005,0.08371937364953878,0.05728815595105681,0.17282161428571427,0.09169712727272737,0.26399920000000066,0.4099960000000067
61,2016-06-22,91.839996,91.93,91.010002,91.16999799999999,77.97706600000001,8785400,89.32511106666665,89.94566649999997,90.35533340000003,90.75900029999995,,,91.529999,91.120003,90.720001,91.220001,90.160004,37,68.43579980280632,67.37572197007667,0.6230413538557451,0.08028062977602098,0.06601783114571752,0.16821436071428553,0.12078792121212124,0.07099919999999997,-0.3600010000000111
62,2016-06-23,91.93,92.07,91.190002,91.800003,78.5159,9464500,89.43622217777775,90.04533333333329,90.5733336666667,90.87200079999997,,,91.16999799999999,91.529999,91.120003,90.720001,91.220001,36,72.47710203698861,67.47093053898384,0.6309964420113444,0.07980238695652166,0.07014909588431596,0.15217868928571437,0.17163639999999997,0.22099990000000105,0.6300050000000113
63,2016-06-24,89.879997,90.800003,89.150002,89.389999,76.454636,20010500,89.4939999111111,90.0360000333333,90.64133340000004,90.81300039999996,,,91.800003,91.16999799999999,91.529999,91.120003,90.720001,35,50.275673838229764,57.453056092552984,0.6076050270868051,0.0716495546772068,0.06333261290322582,0.059643017857143016,0.03133341818181815,-0.3190003999999988,-2.4100040000000007
64,2016-06-27,88.900002,89.099998,88.110001,88.860001,76.00131999999999,14169400,89.5235555111111,90.04266659999998,90.60933373333337,90.64000089999996,,,89.389999,91.800003,91.16999799999999,91.529999,91.120003,32,38.76052072108806,49.15453429891385,0.5571752011517588,0.06386035876152828,0.04625589454949946,-0.022071360714285605,-0.09006078181818207,-0.7119995000000003,-0.5299980000000062
65,2016-06-28,89.730003,90.93,89.519997,90.910004,77.754684,13254300,89.60311111111109,90.08733339999996,90.62266740000004,90.68800129999995,,,88.860001,89.389999,91.800003,91.16999799999999,91.529999,31,50.58824837494939,50.14432739822664,0.5191458214103659,0.06123191818181816,0.048591850055617336,-0.011678453571428498,-0.08933339999999972,-0.34599899999999906,2.050003000000004
66,2016-06-29,91.410004,92.699997,91.120003,92.459999,79.080383,13920600,89.71044448888887,90.18500006666663,90.73400060000003,90.91800079999996,,,90.910004,88.860001,89.389999,91.800003,91.16999799999999,30,57.69558696371413,56.9255472690253,0.5108498789701631,0.063533618972332,0.06005568453837597,0.039035796428571544,-0.027878799999999763,0.28399969999999825,1.5499949999999956
67,2016-06-30,92.33000200000001,93.83000200000001,92.300003,93.739998,80.17517099999999,14073700,89.82777779999998,90.33133339999996,90.9386672666667,91.17000049999996,,,92.459999,90.910004,88.860001,89.389999,91.800003,29,65.3844891635861,63.86414206631746,0.5379275389344744,0.07142425546772069,0.07723252013348164,0.11235708571428568,0.14618166666666682,1.2299995999999993,1.2799990000000037
68,2016-07-01,93.360001,93.980003,93.07,93.839996,80.260674,9946300,89.95688884444442,90.45566656666664,91.19600013333337,91.48199999999996,,,93.739998,92.459999,90.910004,88.860001,89.389999,28,63.876840104266066,63.63732204222974,0.5858953366608992,0.07760605889328064,0.09834262269187985,0.1574998964285713,0.2618178181818182,1.2789984000000005,0.09999799999999937
69,2016-07-05,93.120003,93.599998,92.25,93.019997,79.559349,10744100,90.05955539999998,90.56499986666662,91.35800020000005,91.67199939999996,,,93.839996,93.739998,92.459999,90.910004,88.860001,24,60.46885435371373,63.313648752899596,0.6319175120516279,0.08176679433465087,0.1099510447163515,0.18578541428571427,0.32157543030303043,0.559998300000001,-0.8199989999999957
70,2016-07-06,93.349998,94.120003,92.440002,94.089996,80.474518,13144400,90.16977759999999,90.71466646666663,91.60199993333337,91.92799909999997,,,93.019997,93.839996,93.739998,92.459999,90.910004,23,64.92024099262755,69.91694627627612,0.6874683696341397,0.09063238722002637,0.1260377699666296,0.22757101785714298,0.4439994606060609,0.253999300000001,1.0699989999999957
71,2016-07-07,94.339996,94.489998,92.349998,92.959999,79.508041,12240700,90.27755533333331,90.82433316666665,91.7886662666667,92.10699919999998,,,94.089996,93.019997,93.839996,93.739998,92.459999,22,56.57102180356013,62.76322851264185,0.7290930973219706,0.09247823820816865,0.13331917619577302,0.2203211107142858,0.4497569575757572,-0.13099980000000075,-1.129997000000003
72,2016-07-08,93.389999,93.779999,92.91999799999999,93.540001,80.00410500000001,9807600,90.40199975555555,90.93366646666664,91.94333293333337,92.28099899999998,,,92.959999,94.089996,93.019997,93.839996,93.739998,21,60.58559610298967,61.13510733415698,0.7660598203256334,0.09485110750988146,0.1469476747497219,0.24785690000000019,0.5074542787878789,-0.06599879999999984,0.5800020000000075
73,2016-07-11,93.75,94.410004,93.650002,93.889999,80.303459,8335700,90.53199971111111,91.06999966666665,92.15466613333338,92.73099899999997,,,93.540001,92.959999,94.089996,93.019997,93.839996,18,60.437120636685876,60.94861234374305,0.8011991524744673,0.09780367826086961,0.15820241913236927,0.26157121071428585,0.4024845818181823,0.11900090000000035,0.34999799999999937
74,2016-07-12,94.66999799999999,94.949997,94.089996,94.949997,81.210052,9870800,90.67511071111112,91.23466616666664,92.4099990666667,93.33999859999997,,,93.889999,93.540001,92.959999,94.089996,93.019997,17,62.284366307971894,66.38549291117477,0.8459891164706477,0.10448220171278003,0.17592433125695214,0.30189267857142854,0.2654543030303031,0.2650002000000001,1.0599979999999931
75,2016-07-13,94.650002,94.91999799999999,94.110001,94.879997,81.1502,9458200,90.81533286666667,91.42999949999998,92.6333322666667,93.73699789999998,,,94.949997,93.889999,93.540001,92.959999,94.089996,16,63.60972007793707,60.82709094186328,0.8915968615942093,0.11029115454545457,0.1841690142380423,0.33849976785714303,0.18745457575757607,0.5249992000000007,-0.06999999999999318
76,2016-07-14,95.050003,95.529999,94.620003,94.949997,81.210052,9293500,90.92555506666667,91.62033279999999,92.88533220000002,93.98599769999997,,,94.879997,94.949997,93.889999,93.540001,92.959999,15,62.05046776793556,60.86615786923562,0.9342491168273854,0.1197746735177866,0.19177521690767518,0.35460683571428553,0.16848490303030286,0.38099899999999853,0.06999999999999318
77,2016-07-15,95.440002,95.550003,94.639999,95.120003,81.35548399999999,10334500,91.06577740000002,91.8399996,93.10666553333336,94.12399819999996,,,94.949997,94.879997,94.949997,93.889999,93.540001,14,76.45449728526657,70.89201409197084,0.9730039664604568,0.12552171462450593,0.19304108743047832,0.37946419999999986,0.21393975757575726,0.2460007999999988,0.17000600000000077
78,2016-07-18,94.91999799999999,95.150002,94.400002,94.82,81.098877,9865900,91.1802218888889,92.0549995,93.46866560000002,94.22199859999995,,,95.120003,94.949997,94.879997,94.949997,93.889999,11,78.11334977336959,72.47159669947149,1.0009727168387144,0.13217388471673255,0.1883358854282536,0.3161070892857141,0.2329700121212114,-0.0019988000000012106,-0.3000030000000038
79,2016-07-19,94.760002,94.940002,94.199997,94.470001,80.799522,5901800,91.30933293333332,92.22599966666667,93.8426656,94.36699899999995,,,94.82,95.120003,94.949997,94.879997,94.949997,10,70.0000656851553,67.14406282880796,1.0136573275688483,0.13407245243741764,0.18519237819799772,0.20946434285714255,0.1663639757575752,-0.09499890000000165,-0.34999899999999684
80,2016-07-20,94.25,94.41999799999999,93.800003,93.93,80.33766899999999,7383800,91.40622182222222,92.33333303333332,94.04399866666668,94.35099939999995,,,94.470001,94.82,95.120003,94.949997,94.879997,9,59.31568068872636,60.41907576449575,1.0064182624526137,0.13639788300395253,0.18573075172413797,0.1278573714285714,0.12406079999999993,-0.26899959999999795,-0.5400009999999895
81,2016-07-21,93.889999,94.260002,93.459999,93.849998,80.26924100000001,6854600,91.50222179999999,92.43533293333333,94.13666526666667,94.43999929999994,,,93.93,94.470001,94.82,95.120003,94.949997,8,50.82202233398082,53.1686225963084,0.9836853474844569,0.13779576851119896,0.18487201779755283,0.07775022142857131,0.004000090909090659,-0.34300099999999817,-0.08000200000000746
82,2016-07-22,94.110001,94.290001,93.720001,94.010002,80.40609,7139700,91.60577744444444,92.5466664,94.15466553333334,94.48699939999996,,,93.849998,93.93,94.470001,94.82,95.120003,7,51.2594033475312,52.17606169537199,0.9523742125447998,0.13854280632411065,0.1828564493882091,0.06325028928571419,-0.07945419393939387,-0.22399989999999834,0.1600040000000007
83,2016-07-25,93.470001,93.620003,91.760002,92.199997,78.858009,10845900,91.65222179999999,92.6206662,94.04533226666668,94.31799919999996,,,94.010002,93.849998,93.93,94.470001,94.82,4,44.702842884691535,52.15474663031352,0.8904584152664594,0.1357325259552042,0.16291874571746381,0.005393017857142672,-0.2439998060606059,-0.44600060000000075,-1.8100050000000039
