Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,88.080002,88.150002,85.589996,85.860001,73.435455,22908400
2016-08-02,86.449997,87.32,85.580002,87.040001,74.444695,18919200
2016-08-03,87.010002,87.489998,86.599998,87.489998,74.829567,14632900
2016-08-04,87.5,87.650002,87.029999,87.480003,74.821045,13451400
2016-08-05,87.730003,87.830002,87.150002,87.559998,74.88945,9617300
2016-08-08,88.050003,88.889999,88.029999,88.589996,75.770409,10492700
2016-08-09,88.620003,88.760002,88.18,88.699997,75.864479,9654600
2016-08-10,87.779999,87.919998,86.010002,86.410004,74.536102,12714800
2016-08-11,86.690002,87.269997,86.260002,86.720001,74.803505,11616000
2016-08-12,86.959999,87.980003,86.900002,87.849998,75.778229,9986900
2016-08-15,88.419998,88.5,87.639999,87.809998,75.743721,6432600
2016-08-16,87.830002,88.18,87.370003,87.919998,75.838608,6817900
2016-08-17,87.919998,88.18,87.660004,88.110001,76.00251,7104600
2016-08-18,88.379997,88.940002,88.120003,88.910004,76.692581,10342700
2016-08-19,88.629997,88.739998,87.790001,87.800003,75.735107,8615300
2016-08-22,87.309998,88.099998,86.849998,87.989998,75.898987,8235400
2016-08-23,87.839996,88.019997,87.559998,87.720001,75.666092,6514800
2016-08-24,87.5,88.160004,87.349998,88.019997,75.924866,7985400
2016-08-25,88.019997,88.029999,87.239998,87.459999,75.441826,6935300
2016-08-26,87.629997,88.110001,87,87.269997,75.277916,6474400
2016-08-29,87.040001,87.919998,87.040001,87.839996,75.7696,7027200
2016-08-30,87.870003,88.25,87.370003,87.519997,75.493568,6441100
2016-08-31,87.139999,87.209999,86.220001,87.139999,75.165794,12491400
2016-09-01,86.720001,86.839996,86.089996,86.839996,74.907013,8434700
2016-09-02,87.419998,87.580002,86.93,87.419998,75.40731,7099600
2016-09-06,87.839996,88.639999,87.660004,88.57,76.399284,9851200
2016-09-07,88.650002,88.669998,87.970001,88.239998,76.114624,7470400
2016-09-08,88.550003,89.370003,88.040001,89.050003,76.813339,9579500
2016-09-09,88.660004,88.660004,86.800003,86.839996,74.907013,12820200
2016-09-12,86.779999,87.709999,86.629997,87.290001,75.295189,10889000
2016-09-13,86.459999,86.470001,85.080002,85.209999,73.501007,13214300
2016-09-14,85.040001,85.830002,84.269997,84.599998,72.974808,13957000
2016-09-15,84.669998,85.650002,84.519997,85.080002,73.388855,9062600
2016-09-16,84.510002,85.050003,83.559998,84.029999,72.483139,21538400
2016-09-19,84.580002,84.620003,83.809998,83.830002,72.310623,7929100
2016-09-20,83.730003,83.949997,82.540001,82.540001,71.197906,17522000
2016-09-21,82.82,83.620003,82.309998,83.300003,71.853439,15055900
2016-09-22,84.279999,84.550003,83.379997,83.540001,72.060478,10738500
2016-09-23,82.68,84.309998,82.589996,83.449997,71.982841,12667100
2016-09-26,83.519997,84.5,82.93,83.059998,71.646439,10860300
2016-09-27,82.589996,83.339996,82.290001,83.239998,71.801697,9595000
2016-09-28,83.459999,87.230003,83.339996,86.900002,74.958763,28117900
2016-09-29,86.970001,87.199997,85.68,86.459999,74.579239,19082900
2016-09-30,86.839996,87.809998,86.650002,87.279999,75.28656,15961500
2016-10-03,86.940002,87.199997,86.540001,87.050003,75.088165,7111200
2016-10-04,87.379997,87.5,86.07,86.25,74.398087,8222000
2016-10-05,86.830002,87.169998,86.699997,87,75.045029,8796200
2016-10-06,87.25,87.470001,86.440002,87.040001,75.079529,7718300
2016-10-07,86.949997,87.400002,86.419998,86.739998,74.820747,6614900
2016-10-10,87.540001,88.669998,87.510002,88.440002,76.287148,10060000
2016-10-11,88.080002,88.190002,87.300003,87.739998,75.683342,9309000
2016-10-12,87.220001,87.720001,86.669998,87.129997,75.157158,8172600
2016-10-13,86.349998,86.870003,85.43,86.559998,74.665489,9890300
2016-10-14,87.190002,87.540001,86.480003,86.540001,74.648239,7991700
2016-10-17,86.480003,86.790001,86.07,86.540001,74.648239,7263100
2016-10-18,87.169998,87.330002,86.379997,86.769997,74.846626,5429300
2016-10-19,87.190002,87.849998,86.879997,87.169998,75.191673,9373400
2016-10-20,86.790001,87.5,86.599998,87.209999,75.226166,6866900
2016-10-21,86.419998,86.82,85.699997,86.620003,74.717247,10736200
2016-10-24,86.739998,87.32,86.07,86.910004,74.967392,8354900
2016-10-25,86.669998,87.650002,86.599998,86.720001,74.803505,6835900
2016-10-26,86.25,87.449997,85.949997,87.089996,75.122658,8488100
2016-10-27,87.279999,87.660004,86.800003,86.919998,74.976021,9071100
2016-10-28,85.279999,86.360001,84.139999,84.779999,73.130081,19072200
2016-10-31,83.879997,84.400002,82.989998,83.32,71.870689,16663800
2016-11-01,83.5,83.919998,83.269997,83.650002,72.155365,13050600
2016-11-02,83.300003,83.879997,82.940002,83.449997,71.982841,11226100
2016-11-03,83.68,83.879997,83.050003,83.660004,72.163994,8836500
2016-11-04,83.629997,84.330002,82.760002,83.57,72.086357,13877100
2016-11-07,84.489998,85.470001,84.400002,85.449997,73.708008,13576200
2016-11-08,84.730003,85.830002,84.489998,85.309998,74.238853,9735200
2016-11-09,84.050003,86.709999,83.660004,86.25,75.056877,15901300
2016-11-10,85.910004,87.989998,85.660004,87.050003,75.753059,14106100
2016-11-11,86.529999,86.730003,84.889999,85.669998,74.552132,13812200
2016-11-14,85.300003,85.650002,84.330002,85.279999,74.212746,12607500
2016-11-15,85.769997,87.059998,85.769997,86.82,75.552895,12883500
2016-11-16,86.739998,86.779999,85.580002,85.75,74.621758,8201200
2016-11-17,86.440002,86.879997,85.019997,85.230003,74.16925,8200500
2016-11-18,85.209999,85.650002,84.830002,85.279999,74.212746,8457800
2016-11-21,86.440002,86.690002,86.139999,86.489998,75.265709,8861500
2016-11-22,86.690002,87.239998,85.970001,86.68,75.431068,9390200
2016-11-23,86.540001,87.080002,86.309998,86.919998,75.639908,5996300
2016-11-25,86.709999,87.139999,86.540001,87.120003,75.81395,5042300
2016-11-28,86.949997,87.129997,86.370003,86.470001,75.248314,7449600
2016-11-29,85.419998,86.080002,85.080002,85.900002,74.752296,9181100
2016-11-30,87.599998,88.190002,87.199997,87.300003,75.970604,22696200
2016-12-01,87.980003,88.5,87.239998,87.239998,75.918381,13005600
2016-12-02,87.190002,87.989998,86.599998,87.040001,75.744347,9706600
2016-12-05,87.389999,87.82,86.919998,87.480003,76.127251,11741100
2016-12-06,87.269997,87.870003,86.699997,87.559998,76.196854,11293600
2016-12-07,87.629997,88.150002,87.199997,88.07,76.640663,11182600
2016-12-08,88.050003,88.849998,87.650002,88.32,76.858223,9086700
2016-12-09,88.639999,89,88.18,89,77.449982,8021700
2016-12-12,90.139999,91.5,90.139999,90.980003,79.173035,15545400
2016-12-13,91.889999,93.220001,91.169998,92.580002,80.565384,18829300
2016-12-14,92.260002,92.269997,90.169998,90.580002,78.824936,16325400
2016-12-15,90.099998,90.980003,89.760002,90.889999,79.094711,11155100
2016-12-16,91.519997,91.669998,90.639999,91.18,79.347076,20560400
2016-12-19,91.379997,91.540001,90.199997,90.419998,78.685707,9674400
2016-12-20,90.510002,90.849998,90.290001,90.43,78.694412,7221000
2016-12-21,90.68,90.900002,90.18,90.279999,78.563866,7308000
2016-12-22,90.019997,90.900002,90.019997,90.870003,79.077309,8003100
2016-12-23,90.889999,90.959999,90.519997,90.709999,78.938072,4266500
2016-12-27,90.830002,91.110001,90.580002,90.75,78.972885,4960600
2016-12-28,90.68,91.110001,90.260002,90.300003,78.581284,6745900
2016-12-29,90.099998,90.599998,90.029999,90.349998,78.624802,6684700
2016-12-30,90.029999,90.699997,90.010002,90.260002,78.546463,9117800
2017-01-03,90.940002,91.339996,90.150002,90.889999,79.094711,10360600
2017-01-04,91.120003,91.150002,89.75,89.889999,78.22448,9434200
2017-01-05,90.190002,90.300003,88.440002,88.550003,77.05838,14443200
2017-01-06,88.790001,88.980003,87.82,88.5,77.014885,16518100
2017-01-09,88.220001,88.220001,86.550003,87.040001,75.744347,13762300
2017-01-10,87.169998,87.309998,85.910004,85.93,74.778397,13283100
2017-01-11,85.900002,86.949997,85.860001,86.809998,75.544189,11183700
2017-01-12,87.269997,87.379997,86.07,86.339996,75.135185,10407000
2017-01-13,86.269997,86.68,86.169998,86.349998,75.14389,8415600
2017-01-17,86.580002,87.389999,86.25,87.360001,76.02282,13237300
2017-01-18,87.059998,87.410004,86.050003,86.279999,75.082962,11831700
2017-01-19,85.970001,86.099998,84.589996,84.730003,73.734146,16382900
2017-01-20,85.440002,85.959999,85.050003,85.889999,74.743584,18739700
2017-01-23,85.68,85.879997,84.75,84.970001,73.942978,11433900
2017-01-24,84.980003,85.470001,84.830002,85.089996,74.047394,11858100
2017-01-25,85.339996,85.879997,85.25,85.339996,74.264961,9578500
2017-01-26,85.690002,85.830002,85.120003,85.599998,74.491226,8779400
2017-01-27,85.300003,85.75,85.040001,85.510002,74.412903,10947900
2017-01-30,85.419998,85.449997,84.18,84.860001,73.847252,12789200
2017-01-31,85.040001,85.07,83.129997,83.889999,73.003128,19128100
2017-02-01,84,84.160004,82.540001,82.940002,72.17643,15111800
2017-02-02,83.209999,83.529999,82.550003,83.449997,72.620232,12200100
2017-02-03,83.699997,83.720001,82.900002,83.540001,72.698563,12746300
2017-02-06,83.550003,83.650002,82.93,83.309998,72.498405,9938200
2017-02-07,83.230003,83.620003,82.449997,82.769997,72.028488,11705200
2017-02-08,81.989998,82.120003,81.169998,81.480003,71.554283,14006300
2017-02-09,81.480003,82.050003,81.480003,81.839996,71.870422,9603000
2017-02-10,82.260002,82.769997,82.129997,82.519997,72.467575,8739800
2017-02-13,82.769997,83.18,82.349998,83,72.889114,9071600
2017-02-14,82.910004,83.099998,82.059998,82.82,72.731026,11370500
2017-02-15,82.639999,83.18,82.459999,83.160004,73.029625,11768500
2017-02-16,83.120003,83.419998,82.169998,82.300003,72.274384,10615000
2017-02-17,82.089996,82.190002,81.440002,81.760002,71.800156,15646000
2017-02-21,82.120003,82.150002,81.300003,81.889999,71.914322,16419600
2017-02-22,81.650002,81.699997,80.870003,80.93,71.071266,12917400
2017-02-23,81.419998,82.220001,81.029999,81.779999,71.817719,13847000
2017-02-24,81.599998,81.800003,80.760002,81.080002,71.202988,11338700
2017-02-27,81.129997,81.709999,80.809998,81.540001,71.606964,13465900
2017-02-28,81.529999,81.989998,81.050003,81.32,71.413773,16834200
2017-03-01,81.699997,83.330002,81.699997,83.019997,72.90667,17482100
2017-03-02,82.800003,84.25,82.790001,83.300003,73.152565,14170300
2017-03-03,83.300003,83.599998,82.260002,82.459999,72.414894,12190400
2017-03-06,82.440002,82.900002,82.330002,82.830002,72.739822,9617200
2017-03-07,83.110001,83.290001,82.139999,82.519997,72.467575,12711500
2017-03-08,82.349998,82.379997,81.010002,81.029999,71.159073,16817700
2017-03-09,80.639999,81.720001,80.309998,81.669998,71.72113,14721800
2017-03-10,82.440002,82.470001,81.160004,81.610001,71.668434,11355200
2017-03-13,81.5,81.940002,81.050003,81.419998,71.501587,9571400
2017-03-14,81,81.230003,80.440002,80.989998,71.123955,11335700
2017-03-15,81.349998,82.059998,81.050003,82,72.010933,11970300
2017-03-16,82.029999,82.199997,81.669998,82.07,72.072403,9923800
2017-03-17,82.029999,82.260002,81.82,82,72.010933,18834100
2017-03-20,81.720001,82.040001,81.440002,82,72.010933,7700300
2017-03-21,82.160004,82.349998,81.599998,81.830002,71.861641,13387700
2017-03-22,81.959999,82.089996,81.43,81.760002,71.800156,11168400
2017-03-23,81.629997,82.220001,81.459999,81.860001,71.88797,8928000
2017-03-24,82.029999,82.029999,81.150002,81.230003,71.334717,9128500
2017-03-27,80.82,81.43,80.790001,81.25,71.352287,8481200
2017-03-28,81.32,82.019997,80.959999,81.839996,71.870422,11028600
2017-03-29,81.690002,82.279999,81.550003,82.019997,72.028488,8495500
2017-03-30,82.029999,83.870003,81.940002,83.699997,73.50383,44704900
2017-03-31,83.260002,83.309998,81.860001,82.010002,72.019707,21750400
2017-04-03,82.019997,82.309998,81.349998,82.07,72.072403,11438700
2017-04-04,82.099998,82.419998,81.330002,82.370003,72.335861,9270900
2017-04-05,82.849998,83.550003,82.470001,82.529999,72.476379,13809100
2017-04-06,82.75,83.209999,82.459999,83.010002,72.897896,9554900
2017-04-07,83.239998,83.360001,82.68,82.760002,72.678352,8909600
2017-04-10,83.120003,83.470001,82.919998,83.129997,73.003273,8885300
2017-04-11,83.080002,83.169998,82.419998,82.839996,72.748596,8576500
2017-04-12,82.860001,83.349998,82.699997,82.970001,72.862755,9516100
2017-04-13,82.720001,82.730003,81.57,81.690002,71.738701,8667900
2017-04-17,81.849998,81.970001,81.440002,81.580002,71.64209,9577200
2017-04-18,81.32,81.82,81.029999,81.050003,71.176643,8821400
2017-04-19,81.169998,81.510002,80.300003,80.489998,70.684883,10764400
2017-04-20,80.949997,81.739998,80.699997,81.010002,71.141541,11649100
2017-04-21,80.93,81,80.470001,80.690002,70.860504,9816700
2017-04-24,81.279999,81.400002,80.809998,81.110001,71.229355,8729700
2017-04-25,81.43,81.93,81.279999,81.730003,71.773819,10733800
2017-04-26,81.519997,82.330002,81.389999,81.400002,71.484016,9445900
2017-04-27,81.07,81.300003,80.940002,81.260002,71.361069,12385300
2017-04-28,82.459999,82.489998,81.559998,81.650002,71.70356,12072200
2017-05-01,81.510002,82.209999,81.480003,82.059998,72.063606,8664100
2017-05-02,82.139999,82.589996,81.900002,82.050003,72.054832,9102900
2017-05-03,81.970001,83.07,81.910004,82.699997,72.625656,10289000
2017-05-04,82.290001,82.360001,81.400002,81.639999,71.694778,16164500
2017-05-05,81.629997,82.239998,81.610001,82.019997,72.028488,10213000
2017-05-08,82,82.940002,82,82.889999,72.792496,8097100
2017-05-09,82.959999,83,82.160004,82.309998,72.283157,8647100
2017-05-10,82.120003,82.370003,81.650002,81.910004,72.611153,9520300
2017-05-11,82.589996,82.709999,82.099998,82.610001,73.231689,10047300
2017-05-12,82.389999,82.709999,82.25,82.550003,73.178505,7480200
2017-05-15,83,83.18,82.650002,82.800003,73.400116,10881500
2017-05-16,82.900002,83.230003,82.449997,82.550003,73.178505,9574200
2017-05-17,82.550003,83.040001,81.959999,81.989998,72.682076,11151100
2017-05-18,81.769997,82.150002,81.419998,81.75,72.469322,9905800
2017-05-19,82,82.089996,81.690002,81.93,72.628883,13028500
2017-05-22,82.110001,82.330002,81.93,82.290001,72.948006,9218700
2017-05-23,82.32,82.889999,82.239998,82.580002,73.205093,6857200
2017-05-24,82.419998,82.540001,82.010002,82.290001,72.948006,8136000
2017-05-25,82.330002,82.709999,81.519997,81.75,72.469322,12370900
2017-05-26,81.610001,81.800003,80.830002,81.550003,72.29203,8227100
2017-05-30,81.279999,81.339996,81.040001,81.099998,71.893112,8973600
2017-05-31,80.940002,80.949997,80.470001,80.5,71.361229,13572300
2017-06-01,80.370003,80.900002,80.190002,80.699997,71.538528,9884100
2017-06-02,80.589996,80.68,79.260002,79.5,70.474754,21687300
2017-06-05,79.440002,80.389999,79.400002,80.120003,71.024361,11527100
2017-06-06,80.300003,81.32,80.220001,81.209999,71.990623,12208600
2017-06-07,81.050003,81.400002,80.339996,80.910004,71.724678,13096500
2017-06-08,80.910004,81.080002,80.489998,80.620003,71.467606,11720700
2017-06-09,81.150002,82.139999,80.690002,82.129997,72.806175,13553900
2017-06-12,82.129997,83.690002,82.129997,82.93,73.515358,18172900
2017-06-13,82.849998,83.269997,82.57,82.959999,73.541946,12175500
2017-06-14,82.809998,82.82,81.559998,82.07,72.752991,13714000
2017-06-15,81.779999,82.400002,81.580002,82.260002,72.921425,11862600
2017-06-16,82.610001,83.540001,82.199997,83.489998,74.011795,39726100
2017-06-19,83.489998,83.489998,82.550003,82.760002,73.36467,10445700
2017-06-20,82.07,82.470001,81.410004,82.309998,72.965752,13232600
2017-06-21,82.040001,82.629997,81.139999,81.440002,72.194519,11422300
2017-06-22,81.449997,81.580002,80.900002,81.080002,71.875389,8139900
2017-06-23,80.849998,81.690002,80.760002,81.610001,72.345215,10611200
2017-06-26,81.57,81.75,80.910004,81.239998,72.01722,7718700
2017-06-27,81.449997,81.730003,81.110001,81.110001,71.901993,9221600
2017-06-28,81.410004,81.760002,81.190002,81.529999,72.2743,9189700
2017-06-29,81.370003,81.839996,80.410004,80.699997,71.538528,20525100
2017-06-30,81.080002,81.239998,80.699997,80.730003,71.565117,14000600
2017-07-03,80.790001,82.489998,80.720001,82.099998,72.779587,8422300
2017-07-05,81.68,81.68,80.519997,80.849998,71.671494,9830800
2017-07-06,80.860001,81.080002,80.089996,80.120003,71.024361,9822400
2017-07-07,80.199997,80.599998,79.809998,80.220001,71.113014,10777800
2017-07-10,80,80.410004,79.959999,80.160004,71.059822,6338300
2017-07-11,80.330002,80.75,80.040001,80.599998,71.449867,9681100
2017-07-12,81.190002,81.519997,80.75,80.959999,71.769005,7974000
2017-07-13,80.970001,81.089996,80.730003,80.970001,71.77787,5582300
2017-07-14,81,81.410004,80.769997,81.279999,72.052673,7497200
2017-07-17,81,81.43,80.830002,80.860001,71.680351,7914700
2017-07-18,81.019997,81.080002,80.410004,80.599998,71.449867,8046100
2017-07-19,80.440002,80.870003,80.269997,80.849998,71.671494,9393200
2017-07-20,80.970001,81.489998,80.75,80.860001,71.680351,9681000
2017-07-21,80.650002,80.839996,80,80.120003,71.024361,12268600
2017-07-24,80.059998,80.220001,79.760002,79.870003,70.802742,9403000
2017-07-25,80.769997,81.050003,80.269997,80.269997,71.157333,11465300
2017-07-26,80.580002,80.900002,80.199997,80.370003,71.245995,10465100
2017-07-27,80.239998,80.879997,79.900002,80.830002,71.653755,11149700
2017-07-28,79.650002,79.919998,78.269997,79.599998,70.5634,22800800
2017-07-31,79.830002,80.389999,79.599998,80.040001,70.953453,12820200
2017-08-01,80.160004,80.540001,79.970001,80.169998,71.068703,10421200
2017-08-02,79.900002,80.639999,79.800003,80.599998,71.449867,10410100
2017-08-03,80.339996,80.82,80.300003,80.489998,71.352371,10136700
2017-08-04,80.440002,80.559998,80.050003,80.209999,71.104156,8292200
2017-08-07,80.169998,80.169998,79.860001,80.160004,71.059822,7893800
2017-08-08,80.019997,80.220001,79.830002,79.959999,70.882523,9028400
2017-08-09,80.25,80.349998,79.779999,80.209999,71.104156,8087100
2017-08-10,79.760002,79.779999,78.910004,78.970001,70.683479,12580300
2017-08-11,79.209999,79.25,78.199997,78.209999,70.003212,10192400
2017-08-14,78.620003,78.790001,78.120003,78.230003,70.021126,8862500
2017-08-15,78.120003,78.25,77.68,78.040001,69.851051,10350900
2017-08-16,78.040001,78.169998,77.309998,77.470001,69.340858,9117100
2017-08-17,77.260002,77.279999,76.209999,76.260002,68.257835,13400400
2017-08-18,76.18,77.110001,76.050003,76.639999,68.597954,14324300
2017-08-21,76.470001,76.620003,76.080002,76.379997,68.36525,10084900
2017-08-22,76.550003,77.330002,76.529999,76.739998,68.687477,9503600
2017-08-23,76.699997,77.010002,76.470001,76.610001,68.571106,7054300
2017-08-24,76.5,76.650002,76.199997,76.330002,68.320496,8678300
2017-08-25,76.559998,77.129997,76.43,76.720001,68.669571,6844900
2017-08-28,76.900002,76.940002,76.260002,76.470001,68.445801,8229700
2017-08-29,76.209999,76.489998,76.080002,76.449997,68.427902,7060400
2017-08-30,76.239998,76.449997,76.059998,76.099998,68.114624,8218000
2017-08-31,76.269997,76.489998,76.050003,76.330002,68.320496,15641700
2017-09-01,76.370003,76.849998,76.32,76.57,68.535309,7361100
2017-09-05,76.639999,77.360001,76.610001,77.18,69.081299,12784800
2017-09-06,77.889999,79.220001,77.580002,78.779999,70.513397,18574400
2017-09-07,79.019997,79.330002,78.610001,79.029999,70.737167,9836400
2017-09-08,79.010002,79.040001,78.629997,78.82,70.54921,8436000
2017-09-11,79.410004,79.419998,78.900002,79.25,70.93409,12955800
2017-09-12,79.400002,79.690002,79.239998,79.5,71.15786,7644400
2017-09-13,79.5,79.769997,79.379997,79.769997,71.399521,8369700
2017-09-14,79.849998,80.230003,79.769997,80.089996,71.685936,9072600
2017-09-15,80.120003,80.209999,79.550003,80.07,71.668045,16043700
2017-09-18,79.790001,80.139999,79.699997,80.089996,71.685936,8594400
2017-09-19,80.059998,80.389999,79.989998,80.220001,71.802299,9277100
2017-09-20,80.279999,80.660004,80.260002,80.550003,72.097679,10606900
2017-09-21,80.489998,80.529999,79.760002,79.889999,71.506927,11984200
2017-09-22,79.720001,80.300003,79.669998,79.919998,71.533775,10205800
2017-09-25,80.029999,81,79.980003,80.980003,72.482552,10496600
2017-09-26,80.709999,81,80.559998,80.889999,72.402008,8755100
2017-09-27,80.889999,81.449997,80.790001,81.43,72.885338,9724500
2017-09-28,81.629997,82.449997,81.559998,82.190002,73.565598,15581700
2017-09-29,81.940002,82.059998,81.580002,81.980003,73.377625,9944000
2017-10-02,81.300003,81.82,81.25,81.629997,73.064346,6777900
2017-10-03,81.410004,81.970001,81.300003,81.760002,73.180702,6082000
2017-10-04,81.800003,81.870003,81.449997,81.790001,73.20755,6357100
2017-10-05,81.720001,82.239998,81.589996,82.019997,73.413422,7375900
2017-10-06,81.769997,81.889999,81.360001,81.709999,73.135956,6070600
2017-10-09,81.839996,82.18,81.760002,82.029999,73.422371,7489900
2017-10-10,82.339996,82.739998,82.089996,82.260002,73.628242,7218500
2017-10-11,82.160004,82.739998,82.139999,82.599998,73.932564,7023700
2017-10-12,82.309998,82.5,82.169998,82.43,73.780411,6647500
2017-10-13,82.730003,83.080002,82.360001,82.410004,73.762512,7180000
2017-10-16,82.699997,82.949997,82.540001,82.809998,74.120514,5734000
