,stock_price_at_STO_offer,STO_strike,STO_days_long,STO_offer_ARR,stock_price_at_open,STO_ask_fee%,STO_offer_strike_delta%,STO_open_strike_delta%,Closed_xtn_Profit$,Closed_xtn_Profit%,45 day SMA,30 day SMA,15 day SMA,10 day SMA,Yearly Min,Yearly Max,1 days old,2 days old,3 days old,4 days old,5 days old,45 day vel,30 day vel,15 day vel,10 day vel,5 day vel,2 day vel,ER - Expiry,label
10,82.1,81.5,11,0.379913630827151,82.14,0.011449451887941536,-0.007308160779537081,-0.0077915753591429335,-110.00000000000125,-0.11827956989247448,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,0
11,81.82,82.0,11,0.208856469856225,82.1,0.006294304571009534,0.00219995111219759,-0.0012180267965894557,-35.00000000000114,-0.06930693069307156,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,0
12,81.81,82.0,11,0.198742096431865,82.1,0.005989487837672656,0.002322454467668961,-0.0012180267965894557,-60.00000000000108,-0.12500000000000225,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,0
13,81.82,82.5,11,0.125719428457145,82.1,0.0037888046932290395,0.008310926423857331,0.00487210718635817,259.99999999999886,0.8666666666666629,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,0
14,81.81,82.5,11,0.11762287339845098,82.1,0.003544798924336878,0.008434176751008406,0.00487210718635817,239.99999999999886,0.8571428571428531,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,0
15,82.1,82.5,11,0.153582106079061,82.14,0.004628501827040195,0.00487210718635817,0.004382761139517889,329.99999999999886,0.8918918918918888,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,0
16,81.82,80.0,18,0.491950487520031,82.1,0.024260571987289176,-0.022243950134441377,-0.025578562728379956,34.999999999993406,0.017721518987338432,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,73,0
17,81.81,80.0,18,0.48705333496312603,82.1,0.02401906857352402,-0.02212443466568882,-0.025578562728379956,14.999999999993406,0.00767263427109637,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,73,0
18,81.82,80.5,18,0.38786020804476,82.1,0.01912735272549499,-0.016132974822781632,-0.019488428745432333,114.99999999999295,0.07395498392282505,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,73,0
19,81.81,80.5,18,0.382950332070244,82.1,0.018885221855518886,-0.016012712382349373,-0.019488428745432333,94.99999999999318,0.061889250814327806,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,73,0
20,81.82,81.0,18,0.297400798500774,82.1,0.014666340747983378,-0.010021999511121893,-0.013398294762484707,249.99999999999318,0.21008403361343964,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,73,0
21,81.81,81.0,18,0.29000122234445697,82.1,0.0143014301430143,-0.009900990099009929,-0.013398294762484707,219.99999999999318,0.1896551724137872,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,73,0
22,81.82,81.5,18,0.21561557891306102,82.1,0.01063309704228795,-0.003911024199462151,-0.007308160779537081,419.99999999999307,0.4883720930232478,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,73,0
23,81.81,81.5,18,0.210684648711785,82.1,0.010389927881677056,-0.0037892678156704837,-0.007308160779537081,399.9999999999932,0.47619047619046806,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,73,0
24,81.82,80.0,25,0.37383280371547295,82.1,0.025604986555854317,-0.022243950134441377,-0.025578562728379956,544.9999999999993,0.26139088729016746,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,66,0
25,81.81,80.0,25,0.37923236768121293,82.1,0.02597481970419264,-0.02212443466568882,-0.025578562728379956,574.9999999999989,0.27186761229314366,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,66,0
26,81.82,80.5,25,0.308702028843804,82.1,0.021143974578342706,-0.016132974822781632,-0.019488428745432333,679.9999999999989,0.39534883720930164,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,66,0
27,81.81,80.5,25,0.313201320132013,82.1,0.02145214521452145,-0.016012712382349373,-0.019488428745432333,704.9999999999986,0.4040114613180508,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,66,0
28,81.82,81.0,25,0.247140063554143,82.1,0.016927401613297484,-0.010021999511121893,-0.013398294762484707,834.9999999999989,0.6072727272727264,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,66,0
29,81.81,81.0,25,0.24538564967607895,82.1,0.016807236279183475,-0.009900990099009929,-0.013398294762484707,824.9999999999989,0.6043956043956036,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,66,0
30,81.82,81.5,25,0.193607919824004,82.1,0.013260816426301638,-0.003911024199462151,-0.007308160779537081,1034.9999999999989,0.9627906976744175,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,66,0
31,81.81,81.5,25,0.19273927392739298,82.1,0.013201320132013201,-0.0037892678156704837,-0.007308160779537081,1029.9999999999989,0.9626168224299054,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,66,0
32,81.82,83.0,11,0.070970645096776,82.1,0.0021388413590809094,0.014421901735517073,0.010962241169305794,165.0,1.0,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,1
33,81.81,83.0,11,0.064895378426732,82.1,0.0019557511306686226,0.01454589903434785,0.010962241169305794,150.0,1.0,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,1
34,81.82,83.5,11,0.036499188906913,82.1,0.0010999755560987534,0.020532877047176816,0.01705237515225342,79.99999999999999,1.0,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,1
35,81.81,83.5,11,0.032447689213366,82.1,0.0009778755653343113,0.020657621317687298,0.01705237515225342,70.0,1.0,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,1
36,81.82,84.0,11,0.018249594453457,82.1,0.0005499877780493767,0.026643852358836557,0.023142509135201047,34.99999999999999,1.0,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,1
37,81.81,84.0,11,0.016223844606683,82.1,0.0004889377826671556,0.02676934360102674,0.023142509135201047,30.0,1.0,81.90444475555546,81.8946673,81.6906676666667,81.19700169999992,80.489998,95.120003,81.260002,81.400002,81.730003,81.110001,80.690002,-0.00970615019762845,-0.026811951279199064,-0.12396405714285728,0.05593948484848422,0.06100010000000111,0.39000000000000057,80,1
