,stock_price_at_STO_offer,STO_strike,STO_days_long,STO_offer_ARR,stock_price_at_open,STO_ask_fee%,STO_offer_strike_delta%,45 day SMA,30 day SMA,15 day SMA,10 day SMA,Yearly Min,Yearly Max,1 days old,2 days old,3 days old,4 days old,5 days old,RSI,MFI,MACD,45 day vel,30 day vel,15 day vel,10 day vel,5 day vel,2 day vel,ER - Expiry,RandomForest_d7,RandomForest_d15,RandomForest_d19,KNNeighbors_2,AdaBoost,GaussianNB,SVC linear
3690,82.64,83.5,28.0,0.1293476006084912,82.89,0.009922555663117135,0.010406582768635037,81.99911102222214,82.87666673333334,83.49400020000002,83.59500039999989,76.099998,92.58000200000001,83.470001,83.58000200000001,83.75,83.18,83.529999,60.43686332232209,49.27583824053158,0.5982504927564775,0.10725035559947298,0.07725474972191321,0.03346439285714321,0.013878969696969707,0.13000029999999754,0.5,57.0,,,,,,,
1650,81.18,80.5,21.0,0.3414956768615305,81.25,0.01964769647696477,-0.008376447400837728,81.54533386666658,81.31300023333337,80.93200019999999,80.74100019999989,79.5,95.120003,80.959999,80.599998,80.160004,80.220001,80.120003,49.17037655864375,39.57692062024023,-0.2016484670705071,-0.030861693675889427,-0.022347051167964434,-0.0594285500000003,-0.03290894545454543,0.22999949999999958,0.010002000000000066,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2671,79.91,80.0,29.0,0.15041706402461394,80.06,0.011950944812914529,0.0011262670504317784,78.89177771111106,78.08266650000003,77.59399980000002,78.13299949999987,76.099998,92.58000200000001,79.5,79.25,78.82,79.029999,78.779999,79.36817028049124,71.4144106180492,-0.20641127835713685,-0.09210936930171272,-0.05806009010011113,0.27549984642857156,0.4472119818181817,0.21599960000000068,0.2699970000000036,15.0,,,,,,,
6208,75.28,75.0,27.0,0.3591529893336482,75.55,0.026567481402763018,-0.0037194473963868377,82.73488873333322,81.09399999999997,76.33933260000003,76.40599899999985,74.889999,89.07,75.739998,77.5,78.839996,77.529999,75.860001,49.55427164398454,41.40041247048012,-1.8366887960212481,-0.2994967242424243,-0.5545762967741936,0.036035560714285854,0.04593909090909072,-0.7760002000000015,-0.5400010000000037,30.0,,,,,,,
1041,82.74,81.0,24.0,0.4227600515671582,83.03,0.027797921198936426,-0.021029731689630106,81.76222279999989,81.79800036666663,81.3453338666667,80.97200009999987,79.5,95.120003,82.129997,80.620003,80.910004,81.209999,80.120003,53.81866882623,36.88034888694402,-0.10454733840024949,-0.016729908827404487,-0.051799746162402634,-0.04967861785714308,0.1987880909090915,0.46599950000000234,0.8000030000000038,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4587,86.72,88.0,32.0,0.1045660603090406,86.99,0.009167435424354244,0.014760147601476028,83.04155579999988,83.33400016666661,84.18933360000004,84.86599959999987,76.099998,88.550003,86.82,86.699997,85.029999,83.639999,84.019997,81.6091243650256,76.29885488414541,0.5866576929875545,0.05642687588932804,0.13698333770856513,0.2908212214285711,0.3797574181818182,0.8010002999999983,-0.06999999999999318,-4.0,,,,,,,
155,81.82,82.0,28.0,0.13622018717044382,81.94,0.010449767782938157,0.00219995111219759,81.93755579999991,81.92333373333332,81.4740010666667,81.6290008999999,80.489998,95.120003,82.699997,82.050003,82.059998,81.650002,81.260002,49.58801003490977,54.586796712110115,-0.13235235285255847,-0.00999074980237152,-0.021623987986651775,0.07499982142857096,0.14333292727272715,0.061999300000000805,-1.0599979999999931,57.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3944,83.9,82.5,11.0,0.7019991331671903,84.0,0.021156138259833132,-0.016686531585220567,82.49155542222213,82.6076665,81.72133280000004,81.5979995999999,76.099998,92.58000200000001,83.290001,82.269997,81.66999799999999,81.110001,81.41999799999999,53.975576914776454,64.84091285346025,-0.004247588731007182,-0.00971411054018449,-0.07896109744160179,0.04496423571428544,0.34278768484848476,0.6319999000000011,0.16999799999999254,52.0,,,,,,,
229,82.18,81.5,24.0,0.2081939036261864,82.37,0.013689462156242393,-0.008274519347773263,81.91866677777769,81.98400013333331,81.5833338666667,81.94000019999989,80.489998,95.120003,82.019997,81.639999,82.699997,82.050003,82.059998,63.772450241218756,67.00972887292718,-0.08040250794605396,-0.0011106520421606972,-0.020053361067853114,0.13207116785714287,0.12012063030303088,0.09999920000000061,0.8700019999999995,57.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6872,73.97,74.5,18.0,0.2796178630976522,74.02,0.01378937407056915,0.0071650669190212405,78.64022219999988,75.41466626666663,74.52466640000006,74.24799959999982,72.889999,89.07,73.5,75.040001,73.989998,74.150002,75.120003,34.29368619380189,44.01507160923904,-1.2972811518566387,-0.3498722339920949,-0.10490766229143492,-0.1354999642857143,-0.14193921212121183,-0.3010003999999995,-0.6100009999999969,17.0,,,,,,,
2236,76.16,77.0,25.0,0.1399422268907563,76.38,0.009585084033613446,0.011029411764705928,80.3366668444444,79.79533356666668,79.04400013333334,78.41500079999989,76.260002,92.58000200000001,76.260002,77.470001,78.040001,78.230003,78.209999,23.872258305253425,37.47711018236126,-0.44259554385608535,-0.08928852859025035,-0.11850054571746382,-0.29835699642857133,-0.44878793939393896,-0.4960006999999991,0.379997000000003,45.0,,,,,,,
2022,80.07,80.5,32.0,0.0861843543149744,80.15,0.007555888597477208,0.005370300986636779,81.01577793333328,80.66399993333336,80.38266653333335,80.24499969999988,79.5,92.58000200000001,80.489998,80.599998,80.16999799999999,80.040001,79.599998,43.61503443057736,48.65278131049652,-0.23488689658632203,-0.03732808959156785,-0.0381579710789766,-0.03371441785714282,0.025514769696969333,0.06599959999999926,-0.27999900000000366,52.0,,,,,,,
2103,77.83,76.0,17.0,0.5972481501915942,77.95,0.02781703713221123,-0.0235127842734164,80.82133346666662,80.2913334666667,79.88799993333333,79.72099979999989,78.209999,92.58000200000001,78.209999,78.970001,80.209999,79.959999,80.160004,37.032794889112985,41.378317833270465,-0.26167775678720995,-0.0713306967061924,-0.06100555728587323,-0.1241070571428576,-0.2544844727272728,-0.5459992,0.020004000000000133,57.0,,,,,,,
1973,80.42,80.5,23.0,0.12432014532400547,80.58,0.007833872171101717,0.0009947774185525777,81.0380001555555,80.78166683333335,80.51000013333335,80.29800039999988,79.5,92.58000200000001,80.040001,79.599998,80.83000200000001,80.370003,80.269997,42.11591452653506,42.431395285015974,-0.25181478898246246,-0.029736489591567848,-0.05049832591768633,-0.08024997499999985,-0.06957589090909076,-0.11900110000000126,0.12999699999998882,64.0,,,,,,,
1471,80.0,79.5,14.0,0.4252901785714286,80.13,0.0163125,-0.00625,81.73755579999991,81.45566686666668,81.55533346666668,81.10699999999989,79.5,95.120003,80.849998,82.099998,80.730003,80.699997,81.529999,38.494536999884005,42.60113613945323,-0.06623622859372498,-0.025338603820816926,-0.0002692053392659069,-0.1509286214285716,-0.07048489696969751,-0.10399929999999956,-0.7299950000000024,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3260,82.72,81.5,17.0,0.458118813289339,82.95,0.021337040618955513,-0.014748549323017394,79.4537776666666,80.80266639999996,81.99600006666671,82.18199999999986,76.099998,92.58000200000001,82.410004,82.43,82.599998,82.260002,82.029999,73.7622253699209,73.08612414987446,0.7819167288790134,0.16142160171277997,0.15256956351501666,0.09053569285714248,0.1135757575757572,0.09099979999999874,0.3999939999999924,-6.0,,,,,,,
6366,73.92,72.0,22.0,0.6306879673356947,74.27,0.038014069264069264,-0.025974025974025997,82.20377757777766,79.93299993333329,76.32133280000004,76.35599899999984,74.889999,89.07,76.269997,75.550003,75.199997,75.739998,77.5,49.46138913630356,48.377095378421004,-1.71142110692991,-0.3436363722002636,-0.5029433579532813,-0.00882156428571404,-0.04909089696969653,0.19500040000000213,-0.08999699999999677,30.0,,,,,,,
7230,74.07,72.5,23.0,0.5795487230058524,74.78,0.03651950857297152,-0.021196165789118312,76.72377746666656,74.93633276666665,74.03999946666671,73.87799919999982,72.809998,89.07,73.220001,74.610001,72.809998,73.699997,74.0,51.74127295796856,52.4223962793325,-1.0668938929554566,-0.22928329196310934,-0.11134816173526146,-0.037928621428571514,0.009333272727272317,0.30500030000000183,1.7999960000000073,1.0,,,,,,,
5581,80.33,81.0,25.0,0.20537781650690898,80.23,0.014066973733349931,0.008340595045437592,85.26333368888875,86.45533349999997,87.68066720000006,87.81400079999985,76.099998,89.07,89.07,87.300003,86.779999,88.010002,89.0,39.04766886482174,39.18919503624741,0.8969362983371825,0.1517865615283267,0.15620470144605125,-0.036714217857142926,-0.24242436363636377,-0.4670005000000004,-4.5400009999999895,59.0,,,,,,,
