,stock_price_at_STO_offer,STO_ask_fee,STO_ask_fee_type,STO_offer_datetime,STO_strike,STO_expiry_datetime,STO_days_long,STO_offer_ARR,STO_offer_TQI,STO_offer_strike_delta,STO_xtn_state,STO_contracts,option_type,stock_price_BTC_offer,BTC_bid_fee,BTC_bid_fee_type,BTC_offer_datetime,BTC_contracts,stock_price_at_open,STO_open_fee,STO_open_commsn,STO_open_proceeds,STO_open_datetime,STO_open_ARR,STO_open_TQI,STO_open_strike_delta,stock_price_at_close,STO_close_strike_delta,BTC_close_commsn,BTC_close_proceeds,STO_close_datetime,STO_close_ARR,STO_close_TQI,Called_close_fee,Called_close_commsn,Called_close_proceeds,STO_xtn_net_proceeds
1188,81.28,2.065,Mid,2017-06-09 11:30:00,79.5,2017-06-23 16:00:00,14,0.662370816929134,-1.17902005413386,-1.78,ClosedCalled,10,C,,,,,,81.6,2.065,10,2055,2017-06-09 13:30:00,0.659773284313726,-1.38552389705882,-2.09999999999999,81.59,,,,2017-06-23 16:00:00,,,-2.09,10,-2100,-45.0000000000036
1189,80.54,1.43,Mid,2017-06-01 11:30:00,80,2017-06-23 16:00:00,22,0.294574124658555,-0.159070027315621,-0.540000000000006,ClosedCalled,10,C,,,,,,80.87,1.43,10,1420,2017-06-01 13:30:00,0.293372078644738,-0.255233708420924,-0.870000000000004,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,-180.000000000003
1190,79.34,0.745,Mid,2017-06-02 15:30:00,80,2017-06-23 16:00:00,21,0.163206573277156,0.107716338362922,0.659999999999997,ClosedCalled,10,C,,,,,,79.43,0.745,10,735,2017-06-02 16:00:00,0.163021648291697,0.092922339526266,0.569999999999993,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,-865.000000000003
1191,79.87,0.955,Mid,2017-06-05 11:30:00,80,2017-06-23 16:00:00,18,0.242459969672941,0.031519796057481,0.129999999999995,ClosedCalled,10,C,,,,,,80.28,0.955,10,945,2017-06-05 13:30:00,0.241221696285224,-0.067542074959863,-0.280000000000001,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,-655.000000000003
1192,80.28,1.15,Mid,2017-06-05 13:30:00,80,2017-06-23 16:00:00,18,0.290476388196866,-0.081333388695123,-0.280000000000001,ClosedCalled,10,C,,,,,,80.31,1.15,10,1140,2017-06-05 15:30:00,0.290367880020476,-0.090014042806348,-0.310000000000002,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,-460.000000000004
1193,80.77,1.435,Mid,2017-06-06 11:30:00,80,2017-06-23 16:00:00,17,0.381457151388474,-0.293722006569124,-0.769999999999996,ClosedCalled,10,C,,,,,,81.09,1.435,10,1425,2017-06-06 13:30:00,0.379951832749378,-0.414147497696823,-1.09,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,-175.000000000003
1194,81.09,1.64,Mid,2017-06-06 13:30:00,80,2017-06-23 16:00:00,17,0.434230665999289,-0.473311425939227,-1.09,ClosedCalled,10,C,,,,,,81.19,1.64,10,1630,2017-06-06 15:30:00,0.433695833303145,-0.516098041630742,-1.19,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,29.9999999999966
1195,80.5,1.255,Mid,2017-06-07 11:30:00,80,2017-06-23 16:00:00,16,0.355648291925466,-0.177824145962733,-0.5,ClosedCalled,10,C,,,,,,80.64,1.255,10,1245,2017-06-07 13:30:00,0.355030846974206,-0.227219742063492,-0.640000000000001,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,-355.000000000004
1196,80.64,1.32,Mid,2017-06-07 13:30:00,80,2017-06-23 16:00:00,16,0.373418898809524,-0.238988095238095,-0.640000000000001,ClosedCalled,10,C,,,,,,80.71,1.32,10,1310,2017-06-07 15:30:00,0.373095031594598,-0.264897472432162,-0.709999999999994,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,-290.000000000003
1197,80.71,1.36,Mid,2017-06-07 15:30:00,80,2017-06-23 16:00:00,16,0.384400941642919,-0.27292466856647,-0.709999999999994,ClosedCalled,10,C,,,,,,80.9,1.36,10,1350,2017-06-07 16:00:00,0.383498145859085,-0.345148331273179,-0.900000000000006,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,-250.000000000003
1198,80.78,1.39,Mid,2017-06-08 11:30:00,80,2017-06-23 16:00:00,15,0.418709251464884,-0.32659321614261,-0.780000000000001,ClosedCalled,10,C,,,,,,80.98,1.39,10,1380,2017-06-08 13:30:00,0.417675146126616,-0.409321643204085,-0.980000000000004,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,-220.000000000003
1199,81.28,1.66,Mid,2017-06-09 11:30:00,80,2017-06-23 16:00:00,14,0.532462739032621,-0.681552305961755,-1.28,ClosedCalled,10,C,,,,,,81.6,1.66,10,1650,2017-06-09 13:30:00,0.530374649859944,-0.848599439775907,-1.59999999999999,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,49.9999999999966
1200,81.6,1.915,Mid,2017-06-09 13:30:00,80,2017-06-23 16:00:00,14,0.611847864145658,-0.97895658263305,-1.59999999999999,ClosedCalled,10,C,,,,,,81.93,1.915,10,1905,2017-06-09 15:30:00,0.609383445798678,-1.17611005039145,-1.93000000000001,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,304.999999999997
1201,81.93,2.22,Mid,2017-06-09 15:30:00,80,2017-06-23 16:00:00,14,0.706439294868442,-1.3634278390961,-1.93000000000001,ClosedCalled,10,C,,,,,,82.11,2.22,10,2210,2017-06-09 16:00:00,0.704890651912939,-1.4873192755363,-2.11,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,609.999999999997
1202,81.72,1.99,Mid,2017-06-14 11:30:00,80,2017-06-23 16:00:00,9,0.987586338173709,-1.69864850165878,-1.72,ClosedCalled,10,C,,,,,,81.81,1.99,10,1980,2017-06-14 13:30:00,0.986499884556357,-1.78556479104701,-1.81,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,379.999999999997
1203,81.81,2.055,Mid,2017-06-14 13:30:00,80,2017-06-23 16:00:00,9,1.01872224259463,-1.84388725909628,-1.81,ClosedCalled,10,C,,,,,,82.08,2.055,10,2045,2017-06-14 15:30:00,1.01537118258609,-2.11197205977908,-2.08,81.59,,,,2017-06-23 16:00:00,,,-1.59,10,-1600,444.999999999996
1204,82.03,2.41,Mid,2017-05-24 13:30:00,80.5,2017-06-23 16:00:00,30,0.357450526230241,-0.546899305132269,-1.53,ClosedCalled,10,C,,,,,,82.28,2.41,10,2400,2017-05-24 16:00:00,0.356364446605088,-0.634328714957058,-1.78,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,1300
1205,82.23,2.435,Mid,2017-05-24 15:30:00,80.5,2017-06-23 16:00:00,30,0.360280108638372,-0.623284587944385,-1.73,ClosedCalled,10,C,,,,,,82.28,2.435,10,2425,2017-05-24 16:00:00,0.360061173229622,-0.640908888348728,-1.78,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,1325
1206,80.54,1.14,Mid,2017-06-01 11:30:00,80.5,2017-06-23 16:00:00,22,0.234835316161365,-0.009393412646456,-0.040000000000006,ClosedCalled,10,C,,,,,,80.87,1.14,10,1130,2017-06-01 13:30:00,0.233877041716784,-0.086534505435211,-0.370000000000005,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,29.9999999999968
1207,79.34,0.56,Mid,2017-06-02 15:30:00,80.5,2017-06-23 16:00:00,21,0.122678766490211,0.142307369128644,1.16,ClosedCalled,10,C,,,,,,79.43,0.56,10,550,2017-06-02 16:00:00,0.122539762474296,0.131117545847496,1.06999999999999,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,-550.000000000003
1208,79.87,0.715,Mid,2017-06-05 11:30:00,80.5,2017-06-23 16:00:00,18,0.181527621273458,0.114362401402278,0.629999999999995,ClosedCalled,10,C,,,,,,80.28,0.715,10,705,2017-06-05 13:30:00,0.180600537009356,0.039732118142058,0.219999999999999,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,-395.000000000003
1209,80.77,1.12,Mid,2017-06-06 11:30:00,80.5,2017-06-23 16:00:00,17,0.297722654742224,-0.080385116780399,-0.269999999999996,ClosedCalled,10,C,,,,,,81.09,1.12,10,1110,2017-06-06 13:30:00,0.296547771901953,-0.174963185422154,-0.590000000000003,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,9.99999999999682
1210,81.09,1.3,Mid,2017-06-06 13:30:00,80.5,2017-06-23 16:00:00,17,0.344207235243339,-0.203082268793571,-0.590000000000003,ClosedCalled,10,C,,,,,,81.19,1.3,10,1290,2017-06-06 15:30:00,0.343783282496395,-0.237210464922512,-0.689999999999998,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,189.999999999997
1211,80.5,0.955,Mid,2017-06-07 11:30:00,80.5,2017-06-23 16:00:00,16,0.270632763975155,0,0,ClosedCalled,10,C,,,,,,80.64,0.955,10,945,2017-06-07 13:30:00,0.270162915426587,-0.037822808159722,-0.140000000000001,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,-155.000000000003
1212,80.64,1.01,Mid,2017-06-07 13:30:00,80.5,2017-06-23 16:00:00,16,0.285722036210317,-0.040001085069445,-0.140000000000001,ClosedCalled,10,C,,,,,,80.71,1.01,10,1000,2017-06-07 15:30:00,0.285474228720109,-0.059949588031221,-0.209999999999994,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,-100.000000000003
1213,80.71,1.045,Mid,2017-06-07 15:30:00,80.5,2017-06-23 16:00:00,16,0.29536690001239,-0.0620270490026,-0.209999999999994,ClosedCalled,10,C,,,,,,80.9,1.045,10,1035,2017-06-07 16:00:00,0.294673207663782,-0.117869283065515,-0.400000000000006,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,-65.0000000000034
1214,80.78,1.07,Mid,2017-06-08 11:30:00,80.5,2017-06-23 16:00:00,15,0.322315754724767,-0.090248411322935,-0.280000000000001,ClosedCalled,10,C,,,,,,80.98,1.07,10,1060,2017-06-08 13:30:00,0.321519716802503,-0.154329464065203,-0.480000000000004,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,-40.0000000000034
1215,81.28,1.29,Mid,2017-06-09 11:30:00,80.5,2017-06-23 16:00:00,14,0.413781285151856,-0.322749402418448,-0.780000000000001,ClosedCalled,10,C,,,,,,81.6,1.29,10,1280,2017-06-09 13:30:00,0.412158613445378,-0.453374474789914,-1.09999999999999,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,179.999999999997
1216,81.6,1.515,Mid,2017-06-09 13:30:00,80.5,2017-06-23 16:00:00,14,0.484046743697479,-0.532451418067224,-1.09999999999999,ClosedCalled,10,C,,,,,,81.93,1.515,10,1505,2017-06-09 15:30:00,0.482097086362923,-0.689398833498983,-1.43000000000001,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,404.999999999997
1217,81.93,1.805,Mid,2017-06-09 15:30:00,80.5,2017-06-23 16:00:00,14,0.574379696953846,-0.821362966644003,-1.43000000000001,ClosedCalled,10,C,,,,,,82.11,1.805,10,1795,2017-06-09 16:00:00,0.573120552568854,-0.922724089635854,-1.61,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,694.999999999997
1218,81.72,1.59,Mid,2017-06-14 11:30:00,80.5,2017-06-23 16:00:00,9,0.789076521455376,-0.962673356175558,-1.22,ClosedCalled,10,C,,,,,,81.81,1.59,10,1580,2017-06-14 13:30:00,0.788208450474677,-1.03255307012183,-1.31,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,479.999999999997
1219,81.81,1.64,Mid,2017-06-14 13:30:00,80.5,2017-06-23 16:00:00,9,0.812994879734887,-1.0650232924527,-1.31,ClosedCalled,10,C,,,,,,82.08,1.64,10,1630,2017-06-14 15:30:00,0.810320554472601,-1.28030647606671,-1.58,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,529.999999999997
1220,82.18,1.9,Mid,2017-06-15 13:30:00,80.5,2017-06-23 16:00:00,8,1.05484911170601,-1.77214650766611,-1.68000000000001,ClosedCalled,10,C,,,,,,82.25,1.9,10,1890,2017-06-15 16:00:00,1.05395136778116,-1.84441489361702,-1.75,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,789.999999999997
1221,82.03,1.755,Mid,2017-06-15 15:30:00,80.5,2017-06-23 16:00:00,8,0.976129160063391,-1.49347761489699,-1.53,ClosedCalled,10,C,,,,,,82.25,1.755,10,1745,2017-06-15 16:00:00,0.973518237082067,-1.70365691489362,-1.75,81.59,,,,2017-06-23 16:00:00,,,-1.09,10,-1100,644.999999999997
1222,82.54,2.37,Mid,2017-05-23 11:30:00,81,2017-06-23 16:00:00,31,0.338076553303579,-0.520637892087514,-1.54000000000001,ClosedCalled,10,C,,,,,,82.76,2.37,10,2360,2017-05-23 15:30:00,0.337177848111134,-0.593433012675597,-1.76000000000001,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,1760
1223,82.03,2.06,Mid,2017-05-24 13:30:00,81,2017-06-23 16:00:00,30,0.305538624080621,-0.31470478280304,-1.03,ClosedCalled,10,C,,,,,,82.28,2.06,10,2050,2017-05-24 16:00:00,0.304610273861611,-0.389901150542862,-1.28,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,1450
1224,82.23,2.065,Mid,2017-05-24 15:30:00,81,2017-06-23 16:00:00,30,0.305535287202562,-0.375808403259152,-1.23,ClosedCalled,10,C,,,,,,82.28,2.065,10,2055,2017-05-24 16:00:00,0.305349619186518,-0.390847512558743,-1.28,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,1455
1225,80.54,0.885,Mid,2017-06-01 11:30:00,81,2017-06-23 16:00:00,22,0.182306363862113,0.083860927376571,0.459999999999994,ClosedCalled,10,C,,,,,,80.87,0.885,10,875,2017-06-01 13:30:00,0.181562440280135,0.023603117236417,0.129999999999995,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,274.999999999997
1226,79.87,0.53,Mid,2017-06-05 11:30:00,81,2017-06-23 16:00:00,18,0.134558936048857,0.152051597735208,1.13,ClosedCalled,10,C,,,,,,80.28,0.53,10,520,2017-06-05 13:30:00,0.133871726734208,0.09638764324863,0.719999999999999,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,-80.0000000000034
1227,80.77,0.845,Mid,2017-06-06 11:30:00,81,2017-06-23 16:00:00,17,0.224621110051053,0.051662855311743,0.230000000000004,ClosedCalled,10,C,,,,,,81.09,0.845,10,835,2017-06-06 13:30:00,0.22373470290817,-0.020136123261736,-0.090000000000003,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,234.999999999997
1228,81.09,0.99,Mid,2017-06-06 13:30:00,81,2017-06-23 16:00:00,17,0.26212704837762,-0.023591434353987,-0.090000000000003,ClosedCalled,10,C,,,,,,81.19,0.99,10,980,2017-06-06 15:30:00,0.261804192054947,-0.049742796490439,-0.189999999999998,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,379.999999999997
1229,80.5,0.705,Mid,2017-06-07 11:30:00,81,2017-06-23 16:00:00,16,0.19978649068323,0.099893245341615,0.5,ClosedCalled,10,C,,,,,,80.64,0.705,10,695,2017-06-07 13:30:00,0.199439639136905,0.071798270089286,0.359999999999999,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,94.9999999999966
1230,80.64,0.745,Mid,2017-06-07 13:30:00,81,2017-06-23 16:00:00,16,0.210755363343254,0.075871930803571,0.359999999999999,ClosedCalled,10,C,,,,,,80.71,0.745,10,735,2017-06-07 15:30:00,0.210572574649981,0.061066046648496,0.290000000000006,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,134.999999999997
1231,80.71,0.775,Mid,2017-06-07 15:30:00,81,2017-06-23 16:00:00,16,0.219052007186222,0.063525082084006,0.290000000000006,ClosedCalled,10,C,,,,,,80.9,0.775,10,765,2017-06-07 16:00:00,0.218537546353523,0.021853754635351,0.099999999999994,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,164.999999999997
1232,80.78,0.8,Mid,2017-06-08 11:30:00,81,2017-06-23 16:00:00,15,0.240983741850293,0.053016423207064,0.219999999999999,ClosedCalled,10,C,,,,,,80.98,0.8,10,790,2017-06-08 13:30:00,0.240388573310282,0.004807771466205,0.019999999999996,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,189.999999999997
1233,81.28,0.965,Mid,2017-06-09 11:30:00,81,2017-06-23 16:00:00,14,0.309534062148481,-0.086669537401575,-0.280000000000001,ClosedCalled,10,C,,,,,,81.6,0.965,10,955,2017-06-09 13:30:00,0.308320203081232,-0.184992121848738,-0.599999999999994,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,354.999999999997
1234,81.6,1.15,Mid,2017-06-09 13:30:00,81,2017-06-23 16:00:00,14,0.367428221288515,-0.220456932773107,-0.599999999999994,ClosedCalled,10,C,,,,,,81.93,1.15,10,1140,2017-06-09 15:30:00,0.365948283377796,-0.340331903541353,-0.930000000000007,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,539.999999999996
1235,81.93,1.42,Mid,2017-06-09 15:30:00,81,2017-06-23 16:00:00,14,0.451866575996931,-0.420235915677149,-0.930000000000007,ClosedCalled,10,C,,,,,,82.11,1.42,10,1410,2017-06-09 16:00:00,0.450876002574943,-0.500472362858186,-1.11,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,809.999999999997
1236,82.85,2.21,Mid,2017-06-12 11:30:00,81,2017-06-23 16:00:00,11,0.88511548801229,-1.63746365282273,-1.84999999999999,ClosedCalled,10,C,,,,,,82.93,2.21,10,2200,2017-06-12 13:30:00,0.884261644541398,-1.70662497396491,-1.93000000000001,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,1600
1237,82.93,2.24,Mid,2017-06-12 13:30:00,81,2017-06-23 16:00:00,11,0.896265196277255,-1.72979182881511,-1.93000000000001,ClosedCalled,10,C,,,,,,83.05,2.24,10,2230,2017-06-12 15:30:00,0.894970171309726,-1.83468885118494,-2.05,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,1630
1238,82.74,2.025,Mid,2017-06-13 11:30:00,81,2017-06-23 16:00:00,10,0.893310369833212,-1.55436004350979,-1.74,ClosedCalled,10,C,,,,,,83.03,2.025,10,2015,2017-06-13 13:30:00,0.890190292665302,-1.80708629411056,-2.03,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,1415
1239,81.72,1.21,Mid,2017-06-14 11:30:00,81,2017-06-23 16:00:00,9,0.600492195572959,-0.43235438081253,-0.719999999999999,ClosedCalled,10,C,,,,,,81.81,1.21,10,1200,2017-06-14 13:30:00,0.599831588097081,-0.485863586358637,-0.810000000000002,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,599.999999999997
1240,81.81,1.26,Mid,2017-06-14 13:30:00,81,2017-06-23 16:00:00,9,0.624618017357291,-0.505940594059407,-0.810000000000002,ClosedCalled,10,C,,,,,,82.08,1.26,10,1250,2017-06-14 15:30:00,0.622563352826511,-0.67236842105263,-1.08,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,649.999999999997
1241,82.18,1.48,Mid,2017-06-15 13:30:00,81,2017-06-23 16:00:00,8,0.821671939644682,-0.969572888780731,-1.18000000000001,ClosedCalled,10,C,,,,,,82.25,1.48,10,1470,2017-06-15 16:00:00,0.8209726443769,-1.02621580547112,-1.25,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,869.999999999997
1242,82.03,1.35,Mid,2017-06-15 15:30:00,81,2017-06-23 16:00:00,8,0.750868584664147,-0.773394642204073,-1.03,ClosedCalled,10,C,,,,,,82.25,1.35,10,1340,2017-06-15 16:00:00,0.748860182370821,-0.936075227963526,-1.25,81.59,,,,2017-06-23 16:00:00,,,-0.590000000000003,10,-600.000000000003,739.999999999997
1243,82.54,2.02,Mid,2017-05-23 11:30:00,81.5,2017-06-23 16:00:00,31,0.288149636149042,-0.299675621595006,-1.04000000000001,ClosedCalled,10,C,,,,,,82.76,2.02,10,2010,2017-05-23 15:30:00,0.287383651132696,-0.362103400427199,-1.26000000000001,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,1910
1244,82.73,2.06,Mid,2017-05-23 13:30:00,81.5,2017-06-23 16:00:00,31,0.293180692731505,-0.360612252059752,-1.23,ClosedCalled,10,C,,,,,,82.76,2.06,10,2050,2017-05-23 15:30:00,0.29307441650166,-0.369273764792094,-1.26000000000001,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,1950
1245,80.54,0.675,Mid,2017-06-01 11:30:00,81.5,2017-06-23 16:00:00,22,0.139047226674493,0.133485337607512,0.959999999999993,ClosedCalled,10,C,,,,,,80.87,0.675,10,665,2017-06-01 13:30:00,0.138479827332307,0.087242291219353,0.629999999999995,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,564.999999999997
1246,79.87,0.375,Mid,2017-06-05 11:30:00,81.5,2017-06-23 16:00:00,18,0.095206794374191,0.155187074829932,1.63,ClosedCalled,10,C,,,,,,80.28,0.375,10,365,2017-06-05 13:30:00,0.094720561368544,0.115559084869623,1.22,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,264.999999999997
1247,80.77,0.615,Mid,2017-06-06 11:30:00,81.5,2017-06-23 16:00:00,17,0.163481636309346,0.119341594505823,0.730000000000004,ClosedCalled,10,C,,,,,,81.09,0.615,10,605,2017-06-06 13:30:00,0.162836499749733,0.06676296489739,0.409999999999997,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,504.999999999997
1248,81.09,0.74,Mid,2017-06-06 13:30:00,81.5,2017-06-23 16:00:00,17,0.195933349292362,0.080332673209868,0.409999999999997,ClosedCalled,10,C,,,,,,81.19,0.74,10,730,2017-06-06 15:30:00,0.195692022344102,0.060664526926672,0.310000000000002,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,629.999999999997
1249,80.5,0.505,Mid,2017-06-07 11:30:00,81.5,2017-06-23 16:00:00,16,0.143109472049689,0.143109472049689,1,ClosedCalled,10,C,,,,,,80.64,0.505,10,495,2017-06-07 13:30:00,0.142861018105159,0.122860475570436,0.859999999999999,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,394.999999999997
1250,80.64,0.535,Mid,2017-06-07 13:30:00,81.5,2017-06-23 16:00:00,16,0.151347811259921,0.130159117683532,0.859999999999999,ClosedCalled,10,C,,,,,,80.71,0.535,10,525,2017-06-07 15:30:00,0.151216546896295,0.119461072048074,0.790000000000006,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,424.999999999997
1251,80.71,0.555,Mid,2017-06-07 15:30:00,81.5,2017-06-23 16:00:00,16,0.156869501920456,0.123926906517161,0.790000000000006,ClosedCalled,10,C,,,,,,80.9,0.555,10,545,2017-06-07 16:00:00,0.1565010815822,0.093900648949319,0.599999999999994,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,444.999999999997
1252,80.78,0.57,Mid,2017-06-08 11:30:00,81.5,2017-06-23 16:00:00,15,0.171700916068334,0.1236246595692,0.719999999999999,ClosedCalled,10,C,,,,,,80.98,0.57,10,560,2017-06-08 13:30:00,0.171276858483576,0.089063966411459,0.519999999999996,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,459.999999999997
1253,81.28,0.69,Mid,2017-06-09 11:30:00,81.5,2017-06-23 16:00:00,14,0.221324873453318,0.04869147215973,0.219999999999999,ClosedCalled,10,C,,,,,,81.6,0.69,10,680,2017-06-09 13:30:00,0.220456932773109,-0.02204569327731,-0.099999999999994,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,579.999999999997
1254,81.6,0.845,Mid,2017-06-09 13:30:00,81.5,2017-06-23 16:00:00,14,0.269979866946779,-0.026997986694676,-0.099999999999994,ClosedCalled,10,C,,,,,,81.93,0.845,10,835,2017-06-09 15:30:00,0.268892434308033,-0.115623746752456,-0.430000000000007,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,734.999999999997
1255,81.93,1.08,Mid,2017-06-09 15:30:00,81.5,2017-06-23 16:00:00,14,0.343673170476539,-0.147779463304914,-0.430000000000007,ClosedCalled,10,C,,,,,,82.11,1.08,10,1070,2017-06-09 16:00:00,0.342919776606295,-0.20918106372984,-0.609999999999999,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,969.999999999997
1256,82.85,1.81,Mid,2017-06-12 11:30:00,81.5,2017-06-23 16:00:00,11,0.724913589729522,-0.978633346134851,-1.34999999999999,ClosedCalled,10,C,,,,,,82.93,1.81,10,1800,2017-06-12 13:30:00,0.724214288063317,-1.03562643193055,-1.43000000000001,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,1700
1257,82.93,1.83,Mid,2017-06-12 13:30:00,81.5,2017-06-23 16:00:00,11,0.732216655887221,-1.04706981791873,-1.43000000000001,ClosedCalled,10,C,,,,,,83.05,1.83,10,1820,2017-06-12 15:30:00,0.731158666739642,-1.13329593344644,-1.55,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,1720
1258,82.74,1.615,Mid,2017-06-13 11:30:00,81.5,2017-06-23 16:00:00,10,0.712442591249698,-0.883428813149622,-1.24,ClosedCalled,10,C,,,,,,83.03,1.615,10,1605,2017-06-13 13:30:00,0.709954233409611,-1.08622997711671,-1.53,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,1505
1259,83.03,1.82,Mid,2017-06-13 13:30:00,81.5,2017-06-23 16:00:00,10,0.800072263037456,-1.22411056244731,-1.53,ClosedCalled,10,C,,,,,,83.05,1.82,10,1810,2017-06-13 15:30:00,0.799879590608067,-1.2398133654425,-1.55,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,1710
1260,81.72,0.89,Mid,2017-06-14 11:30:00,81.5,2017-06-23 16:00:00,9,0.441684342198292,-0.097170555283624,-0.219999999999999,ClosedCalled,10,C,,,,,,81.81,0.89,10,880,2017-06-14 13:30:00,0.441198440831738,-0.13677151665784,-0.310000000000002,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,779.999999999997
1261,81.81,0.93,Mid,2017-06-14 13:30:00,81.5,2017-06-23 16:00:00,9,0.461027584239905,-0.142918551114372,-0.310000000000002,ClosedCalled,10,C,,,,,,82.08,0.93,10,920,2017-06-14 15:30:00,0.459511046133853,-0.266516406757634,-0.579999999999998,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,819.999999999997
1262,82.03,0.98,Mid,2017-06-15 15:30:00,81.5,2017-06-23 16:00:00,8,0.545074972571011,-0.288889735462636,-0.530000000000001,ClosedCalled,10,C,,,,,,82.25,0.98,10,970,2017-06-15 16:00:00,0.543617021276596,-0.407712765957447,-0.75,81.59,,,,2017-06-23 16:00:00,,,-0.090000000000003,10,-100.000000000003,869.999999999997
