,stock_price_at_STO_offer,STO_strike,STO_days_long,STO_offer_ARR,stock_price_at_open,STO_ask_fee%,STO_offer_strike_delta%,45 day SMA,30 day SMA,15 day SMA,10 day SMA,Yearly Min,Yearly Max,1 days old,2 days old,3 days old,4 days old,5 days old,RSI,MFI,MACD,45 day vel,30 day vel,15 day vel,10 day vel,5 day vel,2 day vel,ER - Expiry,label
787,80.5,80.0,9.0,0.5239475500345065,80.64,0.012919254658385093,-0.006211180124223602,81.83755613333322,81.77966719999996,81.45400033333337,81.13000029999989,79.5,95.120003,80.120003,79.5,80.699997,80.5,81.099998,40.17590840522944,33.77395074736884,-0.06339338086522174,-0.023467730434782598,-0.04235152969966626,-0.16371435357142905,-0.25406078181818287,0.08400039999999934,1.0899959999999993,43.0,0
2255,76.82,75.0,23.0,0.43382044983756496,76.82,0.027336631085654782,-0.02369174694090072,80.0448889555555,79.5406666666667,78.5713332,77.71499999999989,76.260002,92.58000200000001,76.379997,76.639999,76.260002,77.470001,78.040001,19.751603967959213,29.60389123366265,-0.5586990842867972,-0.09334651607378128,-0.15050056729699662,-0.3488571499999997,-0.38600024242424175,-0.13400109999999898,0.3600009999999969,43.0,0
4324,83.92,82.0,24.0,0.4258768271369559,84.68,0.02800285986653956,-0.022878932316491917,82.792000311111,82.56466703333328,83.27400106666671,83.46400059999988,76.099998,90.889999,84.019997,83.900002,83.980003,83.970001,83.849998,62.069024751024074,74.95004965458025,0.34465857755811413,0.008507265349143638,0.10988659421579544,0.09542838928571423,0.1442422303030299,-0.06200099999999793,-0.3799980000000005,11.0,0
4381,85.68,85.0,16.0,0.3341466795051354,86.45,0.01464752567693744,-0.007936507936508016,82.82666693333321,82.7136670666666,83.43200073333338,83.66400059999988,76.099998,90.889999,83.639999,84.019997,83.900002,83.980003,83.970001,69.68541763048059,75.43457634503285,0.37300044198934756,0.01704876561264825,0.11196665806451625,0.12178556428571428,0.20072688484848475,0.1839989000000017,1.3900000000000006,15.0,0
2608,79.53,78.5,16.0,0.4058806425248334,79.65,0.017792028165472148,-0.012951087639884335,78.91022217777774,78.0959998666667,77.39199986666668,77.80099949999986,76.099998,92.58000200000001,79.25,78.82,79.029999,78.779999,77.18,76.33584661310616,66.07281780591447,-0.30746997767783235,-0.09972200303030299,-0.0831635070077863,0.2346785428571429,0.4298789515151515,0.1660002999999989,0.25,29.0,0
2590,79.23,80.5,32.0,0.08781790357187934,79.31,0.0076991038747949,0.016029281837687693,78.94644451111107,78.12566650000004,77.0099996,77.24499969999987,76.099998,92.58000200000001,79.029999,78.779999,77.18,76.57,76.33000200000001,71.0426375097758,58.43159205753882,-0.4997783827735863,-0.10987089762845843,-0.12280977730812001,0.1543214749999999,0.3148484303030308,0.6349998999999997,-0.20999900000001048,17.0,0
6160,74.79,76.0,14.0,0.3189645292533379,75.28,0.012234255916566385,0.01617863350715328,82.73488873333322,81.09399999999997,76.33933260000003,76.40599899999985,74.889999,89.07,75.739998,77.5,78.839996,77.529999,75.860001,49.55427164398454,41.40041247048012,-1.8366887960212481,-0.2994967242424243,-0.5545762967741936,0.036035560714285854,0.04593909090909072,-0.7760002000000015,-0.5400010000000037,43.0,1
7409,77.34,78.0,9.0,0.4090164640979225,77.65,0.01008533747090768,0.008533747090767993,75.43511086666658,74.76399979999998,74.4319998666667,74.70599999999982,72.809998,89.07,74.870003,74.870003,76.019997,74.870003,75.019997,60.17166330189743,60.784689499198656,-0.625726257293343,-0.07232409960474312,-0.033281385094549615,0.16275016071428539,0.3290913090909092,0.3249999999999986,2.199996999999996,8.0,0
2425,76.22,76.5,29.0,0.15522217899184754,76.43,0.012332721070585148,0.0036735764891104848,79.37577779999997,78.64600013333337,77.04133339999998,76.46999959999988,76.099998,92.58000200000001,76.449997,76.470001,76.720001,76.33000200000001,76.610001,22.24374800784416,23.162001992929945,-0.7285802447060838,-0.11994730434782606,-0.1834171773081201,-0.16910729642857136,-0.01612133333333387,-0.07300120000000164,-0.34999899999999684,29.0,0
5818,75.59,76.5,8.0,0.32291804471490937,75.95,0.007077655774573356,0.012038629448339682,84.22044475555543,84.61466676666663,81.94000040000005,78.96399989999986,75.779999,89.07,76.300003,76.41999799999999,75.779999,76.07,76.940002,21.545540105438107,17.347385198451008,-1.342779140241219,-0.07801845889328066,-0.3970455699666296,-1.163035842857143,-1.1889696666666667,0.13000020000000065,0.15999599999999248,64.0,0
2696,79.95,79.5,14.0,0.28533458411507195,80.04,0.010944340212632896,-0.00562851782363981,78.87244431111107,78.06566643333336,77.82599946666667,78.53199929999987,76.099998,92.58000200000001,79.769997,79.5,79.25,78.82,79.029999,84.68633225924553,77.61154547869529,-0.10407061328345388,-0.08236893557312248,-0.027748670300333594,0.3097855,0.4184238121212118,0.30599890000000163,0.3199989999999957,29.0,0
978,81.6,82.0,35.0,0.13355217086834734,81.93,0.012806372549019607,0.004901960784313796,81.77288955555544,81.7263339333333,81.2533340666667,80.7960006999999,79.5,95.120003,80.910004,81.209999,80.120003,79.5,80.699997,41.45234294389688,33.05413358189281,-0.12597319856792363,-0.027214744005270127,-0.05804000756395997,-0.14567847500000056,-0.09963605454545497,0.3030006999999998,-0.29000100000000373,15.0,1
5119,88.51,88.0,30.0,0.2439931457839039,88.65,0.020054231160320866,-0.005762060784092251,84.06177795555543,85.16500043333328,87.05599980000005,87.34000019999988,76.099998,88.300003,88.25,87.150002,87.43,88.0,86.970001,69.62770212076623,59.0922008412081,1.036083104729152,0.17108037615283278,0.2194326444938821,0.14635736428571447,0.1867882303030299,0.1420006000000001,0.050003000000003794,-20.0,1
7519,78.69,77.5,7.0,1.2093114027921503,78.99,0.023192273478205617,-0.015122633117295689,75.62222193333325,75.34066653333333,76.5700002666667,77.48100049999984,72.809998,89.07,79.220001,78.33000200000001,78.540001,77.839996,77.220001,71.80408517664351,77.7135200460865,0.2918773195793847,0.02052966600790511,0.16148611879866523,0.4057856642857143,0.49484817575757584,0.3840003999999979,0.1999969999999962,1.0,0
245,82.18,82.5,31.0,0.11748404368066948,82.37,0.009978096860550012,0.003893891457775531,81.91866677777769,81.98400013333331,81.5833338666667,81.94000019999989,80.489998,95.120003,82.019997,81.639999,82.699997,82.050003,82.059998,63.772450241218756,67.00972887292718,-0.08040250794605396,-0.0011106520421606972,-0.020053361067853114,0.13207116785714287,0.12012063030303088,0.09999920000000061,0.8700019999999995,50.0,1
2525,78.77,78.5,15.0,0.3073716728026745,78.93,0.012631712580931827,-0.003427700901358335,79.01577788888885,78.2373333666667,76.7353332,76.75400009999989,76.099998,92.58000200000001,77.18,76.57,76.33000200000001,76.099998,76.449997,60.38040322961891,57.74397477879684,-0.6611998066098688,-0.11848881462450588,-0.16486764827586198,0.04299996428571444,0.1452119212121217,0.6210000000000009,1.5999989999999968,36.0,0
4162,82.87,82.0,30.0,0.2341719962994248,82.93,0.019247013394473274,-0.01049837094244002,82.68577795555545,82.36700033333328,82.87933406666674,82.77100149999987,76.099998,90.889999,82.940002,83.029999,82.900002,83.120003,82.760002,51.73129428846492,68.62656231233794,0.23728137476234454,-0.019171247826086868,0.023855446051168083,-0.012892632142856846,0.03630306060606093,-0.1320001999999974,-0.5,15.0,0
3341,83.44,83.5,8.0,0.4237700743048898,83.55,0.009288111217641419,0.000719079578140008,80.38022202222214,81.77333313333332,82.64799960000003,82.90999989999986,76.099998,92.58000200000001,83.470001,83.239998,83.110001,82.739998,82.760002,68.02522098835095,71.44489282803771,0.7574599024857973,0.16992489868247693,0.12113015528364841,0.10603574642857098,0.10096947272727198,0.12199999999999847,-0.3000030000000038,-6.0,1
7062,72.55,74.0,11.0,0.27670572019297035,73.18,0.00833907649896623,0.019986216402481088,77.371110911111,75.08666616666665,74.14399933333337,73.98099989999982,72.809998,89.07,72.809998,73.699997,74.0,72.889999,73.5,50.20372386360898,52.943111073302894,-1.1639870206140408,-0.28100134795783926,-0.1179755250278088,-0.08471423214285716,-0.11606093939393988,0.2250001999999981,1.8000030000000038,18.0,0
4432,86.27,86.0,7.0,0.4110020036761662,86.44,0.00788223020748812,-0.0031297090529731775,82.9660001999999,83.13800026666662,83.94733380000004,84.47799989999987,76.099998,89.889999,86.699997,85.029999,83.639999,84.019997,83.900002,79.64764227050932,83.37188778402401,0.5069900172631913,0.04429513083003952,0.12932147408231373,0.244392589285714,0.3630299333333334,0.8660003999999972,0.12000299999999697,22.0,0
5061,88.06,90.0,31.0,0.09359454330991332,88.33,0.00794912559618442,0.02203043379513965,83.90422231111098,84.97333376666661,86.74533286666671,87.22399979999986,76.099998,88.25,87.150002,87.43,88.0,86.970001,87.519997,73.83646707261343,59.286291029851554,1.0185072782460474,0.1665032959156786,0.21468288832035598,0.19621443571428582,0.13369719999999952,0.17100000000000082,1.0999979999999994,-20.0,1
6594,74.75,75.5,32.0,0.1983695652173913,74.92,0.017391304347826087,0.010033444816053512,81.48311108888878,78.52433319999997,75.91933293333338,75.82199939999984,74.120003,89.07,74.120003,74.260002,76.18,76.269997,75.550003,42.325591746724676,40.21283231455634,-1.6474072405959035,-0.3817984317523057,-0.4176262834260289,-0.13632138214285736,-0.39951477575757605,-0.5479995000000031,0.43999499999999614,17.0,0
3451,83.55,84.0,23.0,0.1044675148960529,83.79,0.006582884500299223,0.005385996409335761,81.0011107777777,82.22666666666665,83.05133306666669,83.25599969999988,76.099998,92.58000200000001,83.540001,83.709999,83.470001,83.16999799999999,83.470001,62.9758549277684,59.0294785316184,0.7276910277330216,0.15410541712779965,0.11117682180200207,0.08428567142857125,0.08666655151515154,0.043000000000002106,-0.19000300000000436,71.0,1
4583,86.99,87.0,32.0,0.17570266697321532,87.07,0.015404069433268193,0.00011495574203937369,83.04155579999988,83.33400016666661,84.18933360000004,84.86599959999987,76.099998,88.550003,86.82,86.699997,85.029999,83.639999,84.019997,81.6091243650256,76.29885488414541,0.5866576929875545,0.05642687588932804,0.13698333770856513,0.2908212214285711,0.3797574181818182,0.8010002999999983,-0.06999999999999318,-4.0,1
123,81.87,80.5,7.0,0.9235024167233769,81.94,0.017711005252229142,-0.016733846341761383,81.93755579999991,81.92333373333332,81.4740010666667,81.6290008999999,80.489998,95.120003,82.699997,82.050003,82.059998,81.650002,81.260002,49.58801003490977,54.586796712110115,-0.13235235285255847,-0.00999074980237152,-0.021623987986651775,0.07499982142857096,0.14333292727272715,0.061999300000000805,-1.0599979999999931,78.0,0
4284,83.89,84.5,22.0,0.12360612923850495,83.99,0.007450232447252354,0.007271426868518291,82.769333711111,82.42433373333328,83.08533480000006,83.30000149999988,76.099998,90.889999,83.980003,83.970001,83.849998,82.870003,82.440002,70.55888750715758,74.36227867446571,0.3077304087345908,-0.0009064183135704468,0.10218698464961079,0.1027142964285711,0.13599998181818143,0.21900030000000045,-0.08000099999999577,15.0,0
