iter	Logloss
134	0.1774703944
135	0.1771653514
136	0.1765294767
137	0.1758751143
138	0.175077145
139	0.1740196415
140	0.1734408784
141	0.1728263529
142	0.172134668
143	0.1712710139
144	0.1705797213
145	0.169534129
146	0.1689958871
147	0.1682997886
148	0.1677811056
149	0.1668273833
150	0.1659718515
151	0.1652941854
152	0.1646084118
153	0.1641048749
154	0.1635155915
155	0.1625964584
156	0.1614385455
157	0.1608043691
158	0.1603395997
159	0.1591217871
160	0.1585557358
161	0.158111742
162	0.1575027814
163	0.1568823715
164	0.156397318
165	0.1557664301
166	0.1548917606
167	0.1545327011
168	0.1538069816
169	0.1531147532
170	0.1525824092
171	0.1522712615
172	0.1514197859
173	0.1500831796
174	0.1493595367
175	0.1487270538
176	0.1482517547
177	0.1473202134
178	0.1470832223
179	0.1463411153
180	0.1456327263
181	0.1452986273
182	0.1445079842
183	0.1437836201
184	0.1429381777
185	0.1419663201
186	0.1415796499
187	0.1412351541
188	0.1403212221
189	0.1399190925
190	0.139218096
191	0.138794177
192	0.1381371292
193	0.137467146
194	0.137084188
195	0.1366602879
196	0.1361532214
197	0.1355876963
198	0.1346498291
199	0.1343088477
200	0.1338955442
201	0.1337335882
202	0.1326908438
203	0.1323374369
204	0.1316774648
205	0.131239392
206	0.1308808677
207	0.1302731271
208	0.1300474058
209	0.129689592
210	0.128904393
211	0.128440966
212	0.1281526846
213	0.1275732347
214	0.1267887939
215	0.126489463
216	0.1262401626
217	0.1258396637
218	0.1252354356
219	0.1248898324
220	0.1244703563
221	0.123740844
222	0.1229633998
223	0.1227021366
224	0.1224838049
225	0.1217563474
226	0.1215132171
227	0.1213178183
228	0.120744032
229	0.1204691352
230	0.1199155161
231	0.1195203823
232	0.1190590722
233	0.1185208699
234	0.1182742894
235	0.1180482002
236	0.1173226433
237	0.1170088424
238	0.1166288719
239	0.1163288049
240	0.1160496935
241	0.1157355266
242	0.1153564549
243	0.1149457937
244	0.1147360984
245	0.1145491647
246	0.1142325773
247	0.11385396
248	0.1137025043
249	0.1134123166
250	0.112994045
251	0.1123816692
252	0.1120351497
253	0.1116235777
254	0.1114705205
255	0.1111183554
256	0.1108274472
257	0.110594921
258	0.1103434539
259	0.109968237
260	0.1097875172
261	0.109255839
262	0.1088143549
263	0.1082993259
264	0.1078458542
265	0.1076145093
266	0.1073329318
267	0.1071318807
268	0.1068681673
269	0.1065620181
270	0.1061477046
271	0.1059893911
272	0.1057393359
273	0.1053558928
274	0.1050481481
275	0.1047113649
276	0.1041467212
277	0.1039228111
278	0.1036814913
279	0.1034897399
280	0.1032753692
281	0.1028602742
282	0.1024159121
283	0.1022690357
284	0.1020855028
285	0.1018782533
286	0.1016404967
287	0.1013469227
288	0.1010022849
289	0.1008781111
290	0.1006715624
291	0.1004101793
292	0.1000644411
293	0.09986323394
294	0.0995626415
295	0.09941104155
296	0.09926999729
297	0.09904154496
298	0.09878214669
299	0.09861878019
300	0.09840556655
301	0.0981134149
302	0.09780502528
303	0.09755648415
304	0.09728103378
305	0.0970478272
306	0.09649664501
307	0.09639568884
308	0.09607867305
309	0.09585671731
310	0.09565329785
311	0.0955512821
312	0.0954497489
313	0.09515516981
314	0.09501123306
315	0.09469887307
316	0.09455509976
317	0.09432132532
318	0.09407157074
319	0.09396023866
320	0.09370393924
321	0.09339993087
322	0.09310082024
323	0.09283259143
324	0.0921970924
325	0.09198097455
326	0.091656848
327	0.09133409773
328	0.09106720914
329	0.09089331487
330	0.09062420374
331	0.09052960314
332	0.09022295255
333	0.0899117966
334	0.08945048753
335	0.08933402252
336	0.08922578097
337	0.08902074045
338	0.08884637703
339	0.08853090099
340	0.08842680792
341	0.08811497495
342	0.08787785707
343	0.08747081591
344	0.0873684018
345	0.08727148529
346	0.08692338445
347	0.08679970734
348	0.08654550044
349	0.08637241729
350	0.08615230507
351	0.08596764086
352	0.08562228503
353	0.08548958878
354	0.08535187904
355	0.08523029952
356	0.08508875994
357	0.08493610289
358	0.08464007224
359	0.08449994925
360	0.0842904147
361	0.08409980734
362	0.08390312011
363	0.08374848599
364	0.08364625955
365	0.08340098396
366	0.0832237452
367	0.08310202175
368	0.08295355262
369	0.08276615226
370	0.0825211435
371	0.08224628648
372	0.08204191918
373	0.08177588197
374	0.08159993509
375	0.08116090649
376	0.08092990945
377	0.08077120722
378	0.08066418033
379	0.08045907831
380	0.08028321829
381	0.08010790228
382	0.07990915731
383	0.07977931999
384	0.07964088437
385	0.07950368199
386	0.07936641443
387	0.07908968668
388	0.07888768229
389	0.07866098477
390	0.07853553514
391	0.07838661689
392	0.0782244824
393	0.07811082814
394	0.07795351295
395	0.07777940759
396	0.07747001085
397	0.07714120329
398	0.07695819841
399	0.07687345268
400	0.07641969472
401	0.0762948586
402	0.07619274477
403	0.07587483755
404	0.07546974677
405	0.07533658087
406	0.07525276183
407	0.07508751358
408	0.074733403
409	0.07454016486
410	0.07436029917
411	0.07409193953
412	0.07399464465
413	0.07383839361
414	0.07350694345
415	0.0731838504
416	0.07282363769
417	0.07263336584
418	0.07233730412
419	0.07226437938
420	0.07211843869
421	0.07207576458
422	0.07195835452
423	0.07177336903
424	0.07159354322
425	0.07146154729
426	0.07100207584
427	0.07083650372
428	0.07061855018
429	0.07051273307
430	0.0702951329
431	0.06997938448
432	0.06993114026
433	0.06989674211
434	0.06969228283
435	0.06963174568
436	0.06938285414
437	0.06922224256
438	0.06911876747
439	0.0687885991
440	0.06871977977
441	0.06853472974
442	0.06848359674
443	0.06833789047
444	0.06820835225
445	0.068157527
446	0.06812252198
447	0.06797663322
448	0.06763398371
449	0.06753229977
450	0.06742047329
451	0.06725383981
452	0.06716305674
453	0.06673495898
454	0.06645138108
455	0.06621930894
456	0.06611324238
457	0.06585115228
458	0.06555216013
459	0.06518791987
460	0.06505647751
461	0.06485255056
462	0.06457980881
463	0.06447834794
464	0.06430686374
465	0.0641337902
466	0.06361629266
467	0.06334686342
468	0.0632675353
469	0.06313586241
470	0.06285825589
471	0.06266222943
472	0.06248989024
473	0.06241377456
474	0.06224576851
475	0.06219833366
476	0.06205609455
477	0.06195086154
478	0.06180498619
479	0.0615866589
480	0.06122167256
481	0.0611628454
482	0.06099387971
483	0.06080840996
484	0.06078705614
485	0.06068691199
486	0.06061729353
487	0.06048525625
488	0.06044957016
489	0.06041116068
490	0.06038650897
491	0.06023251108
492	0.06014935443
493	0.05981118684
494	0.05971886446
495	0.05960906859
496	0.05943729805
497	0.05917145643
498	0.0589216743
499	0.05878302399
500	0.05870145136
501	0.05859706701
502	0.05845478594
503	0.05837161193
504	0.0581978473
505	0.05793848701
506	0.05782721795
507	0.0577733862
508	0.05762936622
509	0.05745837282
510	0.05743579004
511	0.05735877395
512	0.05728437844
513	0.05716397368
514	0.05705243294
515	0.05690084011
516	0.05675712709
517	0.05657312753
518	0.05644487773
519	0.05613655982
520	0.05604650759
521	0.05598553966
522	0.05595297706
523	0.0558354308
524	0.05574350406
525	0.05545380291
526	0.05515931016
527	0.0550815221
528	0.05491096466
529	0.05488102562
530	0.0548036925
531	0.05473407064
532	0.05458781616
533	0.05437122437
534	0.05422319514
535	0.05419787635
536	0.05399657157
537	0.05395045001
538	0.05384540405
539	0.0536412304
540	0.05351235093
541	0.05329774917
542	0.05313801451
543	0.05297729503
544	0.05291157001
545	0.05279998383
546	0.05269457628
547	0.05266384651
548	0.05257385068
549	0.05252906779
550	0.05244453024
551	0.05242293931
552	0.05221451255
553	0.05205107902
554	0.05196923745
555	0.05185292016
556	0.05172427425
557	0.05142424417
558	0.05137789294
559	0.05128101771
560	0.05113269193
561	0.05104325553
562	0.05098840426
563	0.05095895761
564	0.05083882335
565	0.05048685801
566	0.05034349798
567	0.05029879672
568	0.05027151536
569	0.05003075506
570	0.04989743205
571	0.04985747464
572	0.04969010007
573	0.04961915604
574	0.04950603578
575	0.04939098841
576	0.04924137398
577	0.04906763009
578	0.04903075586
579	0.04890497879
580	0.04867697403
581	0.04854782225
582	0.04850566892
583	0.04833495238
584	0.04831771885
585	0.04820146042
586	0.0481831669
587	0.04808144611
588	0.04806370767
589	0.04785638806
590	0.04773585732
591	0.04756913847
592	0.04755199977
593	0.04745695627
594	0.04736841703
595	0.0472777865
596	0.04718316467
597	0.0471542625
598	0.04709841119
599	0.04698168892
600	0.04686966819
601	0.0468267106
602	0.04678798268
603	0.04667482585
604	0.0465487706
605	0.04643105739
606	0.04633241552
607	0.0462305255
608	0.04597672441
609	0.04595574591
610	0.04587315961
611	0.04581016025
612	0.04567217622
613	0.04561316071
614	0.04550347027
615	0.045487075
616	0.04538319716
617	0.0453144639
618	0.04529256161
619	0.04523084455
620	0.04519575182
621	0.04510526575
622	0.04507670629
623	0.04498303176
624	0.04486404397
625	0.04475891805
626	0.04465223654
627	0.04461140546
628	0.04459219352
629	0.04451499289
630	0.04432887164
631	0.04424325064
632	0.04422738787
633	0.04415945326
634	0.04411014391
635	0.04408134102
636	0.04401777784
637	0.0439347733
638	0.0438665141
639	0.04376583072
640	0.04367076086
641	0.0436561302
642	0.04356830977
643	0.04342564893
644	0.04331986787
645	0.04321269064
646	0.0431231685
647	0.04303864457
648	0.04302462931
649	0.04291175718
650	0.04286200918
651	0.0427698064
652	0.04270639474
653	0.04262388526
654	0.04253311723
655	0.04241680112
656	0.04234549615
657	0.04228701838
658	0.04222064607
659	0.04210257279
660	0.04204427455
661	0.0420177732
662	0.04197116828
663	0.04195768326
664	0.04188578647
665	0.04179278467
666	0.04168700278
667	0.04160758324
668	0.0415344357
669	0.04143860642
670	0.04138251682
671	0.04132351877
672	0.04131045446
673	0.0412833241
674	0.04125833469
675	0.04122009591
676	0.04116758378
677	0.04107449787
678	0.04097158201
679	0.04088250546
680	0.04079050531
681	0.04074691804
682	0.04067700344
683	0.04059704954
684	0.04058459959
685	0.04050907923
686	0.04043842799
687	0.04034309788
688	0.04017985657
689	0.04011192783
690	0.04006282549
691	0.03997766198
692	0.03990559414
693	0.03983953032
694	0.03975165307
695	0.0396501794
696	0.03958259839
697	0.03952114976
698	0.03950913375
699	0.03937673127
700	0.03931555325
701	0.03923934021
702	0.03921022704
703	0.03908292088
704	0.03901761848
705	0.03893905808
706	0.03889931692
707	0.03881046666
708	0.03878664623
709	0.03868712742
710	0.03861063848
711	0.03853677729
712	0.03850459766
713	0.03842148582
714	0.0384100564
715	0.03834030527
716	0.03832913657
717	0.03825099413
718	0.0382258728
719	0.03816770618
720	0.0381568958
721	0.03813320701
722	0.03801632133
723	0.03795457276
724	0.03792418896
725	0.03773364674
726	0.03760077437
727	0.03745714917
728	0.03742720986
729	0.03730597375
730	0.03726667107
731	0.03717835499
732	0.03710833112
733	0.03705411247
734	0.03697794303
735	0.03696741075
736	0.03689339105
737	0.03678191651
738	0.03670177192
739	0.03666456001
740	0.03665439044
741	0.03658471226
742	0.03649216353
743	0.03645569459
744	0.03644123668
745	0.03639228047
746	0.03620731445
747	0.03614997197
748	0.0360875426
749	0.03596544308
750	0.03595550301
751	0.03592331647
752	0.03588902874
753	0.03581932554
754	0.03573556699
755	0.03569088386
756	0.03563166741
757	0.03559642482
758	0.03548726474
759	0.03547229092
760	0.03545062986
761	0.03542347807
762	0.03535983124
763	0.03531404314
764	0.0352295858
765	0.03515781046
766	0.03505503128
767	0.03496605442
768	0.03491810006
769	0.03488839057
770	0.03485520816
771	0.03481550858
772	0.03479115266
773	0.03471155664
774	0.03467968432
775	0.03461990105
776	0.03452857766
777	0.03449912124
778	0.03443168309
779	0.03440110089
780	0.03437676624
781	0.03432704513
782	0.03424795526
783	0.03420734165
784	0.03419561945
785	0.03418525704
786	0.03412593308
787	0.03404415229
788	0.03396624971
789	0.03391482386
790	0.03385101998
791	0.0338241197
792	0.03377337645
793	0.03374583722
794	0.03368374862
795	0.03367698798
796	0.03360257198
797	0.03353921197
798	0.03347682151
799	0.03341532573
800	0.03334825943
801	0.03332244656
802	0.03331034048
803	0.03326901035
804	0.03317462688
805	0.0331485568
806	0.03312362109
807	0.03308458353
808	0.03303202546
809	0.03298917523
810	0.0328218957
811	0.03279786578
812	0.03275721835
813	0.03269762039
814	0.03253990371
815	0.03252210819
816	0.03248192718
817	0.03233314972
818	0.03229697433
819	0.03222178834
820	0.03214436015
821	0.03210967421
822	0.03207204107
823	0.03201994219
824	0.03199519276
825	0.03195868282
826	0.03192820441
827	0.03190563089
828	0.03176655776
829	0.03173222616
830	0.03167204126
831	0.03163339527
832	0.03156502314
833	0.03155905411
834	0.03146830875
835	0.0314225126
836	0.03139261399
837	0.03129592215
838	0.03128370248
839	0.03116312899
840	0.03110692078
841	0.0310872713
842	0.03104371901
843	0.03103398278
844	0.03099862241
845	0.03096942603
846	0.03092432864
847	0.03085983701
848	0.03075391169
849	0.03073533146
850	0.03067450327
851	0.03064202676
852	0.03060434628
853	0.03057472696
854	0.0305529804
855	0.03048850962
856	0.03038180265
857	0.03027209852
858	0.03026049791
859	0.03023348642
860	0.03016865258
861	0.03006499904
862	0.02996679898
863	0.02993377259
864	0.02987009394
865	0.02977722602
866	0.02955242306
867	0.02951912155
868	0.02945174555
869	0.02936359499
870	0.0293139707
871	0.02926309453
872	0.02920265706
873	0.02915844191
874	0.02910470421
875	0.02907174012
876	0.02905102324
877	0.02903299979
878	0.02900949733
879	0.0289347136
880	0.02887428129
881	0.0288504386
882	0.02879293878
883	0.02871672202
884	0.02850923691
885	0.02847427949
886	0.0284233256
887	0.0284123054
888	0.02833977856
889	0.02832700256
890	0.02829706307
891	0.02825369488
892	0.02823709808
893	0.02821232965
894	0.0280181823
895	0.02800354762
896	0.0279891678
897	0.02793524487
898	0.02791921121
899	0.02787339669
900	0.02779363382
901	0.02773894767
902	0.02770529705
903	0.02767664067
904	0.02763578697
905	0.02762595661
906	0.0276097573
907	0.0275824911
908	0.02753819717
909	0.02751346618
910	0.02746161879
911	0.02743239493
912	0.0273837319
913	0.02730805602
914	0.02726972942
915	0.02724200446
916	0.02719797501
917	0.02703448722
918	0.02699734962
919	0.02696455566
920	0.02691967764
921	0.02689296419
922	0.02685352938
923	0.02683721278
924	0.02678495557
925	0.02678090158
926	0.02675825449
927	0.02672019469
928	0.02670490361
929	0.02666050565
930	0.02663002698
931	0.02660748542
932	0.02658979897
933	0.02655575813
934	0.02650393425
935	0.02647028282
936	0.02645330205
937	0.02640366675
938	0.02638527722
939	0.02634245506
940	0.02632092994
941	0.02629949928
942	0.02627031723
943	0.02622847685
944	0.02620046912
945	0.0261703435
946	0.02600949047
947	0.02589087791
948	0.02585478981
949	0.02577285776
950	0.02575624881
951	0.02573569288
952	0.0257101747
953	0.02569610557
954	0.02563809944
955	0.02557262059
956	0.02554783937
957	0.02549926117
958	0.02545746519
959	0.02542957304
960	0.02538269166
961	0.02534704987
962	0.02530752867
963	0.02528171277
964	0.02523166114
965	0.02515664217
966	0.02513190481
967	0.02510833944
968	0.02507530397
969	0.02504801619
970	0.02504071416
971	0.02502849535
972	0.02500520611
973	0.02495857821
974	0.02495205858
975	0.02494863969
976	0.02492578412
977	0.02491945696
978	0.02489233663
979	0.0248687914
980	0.02481770299
981	0.02477768905
982	0.02475058696
983	0.02472862844
984	0.02469195652
985	0.02465073366
986	0.0246143387
987	0.02454150991
988	0.02447186288
989	0.02442505857
990	0.02441703292
991	0.02437447351
992	0.02434627626
993	0.02424327244
994	0.02422492168
995	0.02418450581
996	0.02414983236
997	0.02413911902
998	0.02410608632
999	0.02409725155
